# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "--fraction" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/D7795_v3_2018.tradis.gff" "-o" "D7795_output_MAC_1.deseq.fc.tsv" "D7795_output_MAC_1.deseq.bam" 
Geneid	Chr	Start	End	Strand	Length	D7795_output_MAC_1.deseq.bam
D7795_03922	D7795_v1_chr	3655170	3655649	+	480	92
D7795_03923	D7795_v1_chr	3655488	3656828	-	1341	235
D7795_03924	D7795_v1_chr	3656825	3657358	-	534	137
D7795_03925	D7795_v1_chr	3657497	3658492	-	996	234
D7795_03926	D7795_v1_chr	3658863	3659558	-	696	278
D7795_03927	D7795_v1_chr	3659682	3660719	-	1038	671
D7795_03928	D7795_v1_chr	3660972	3661065	-	94	20
D7795_03929	D7795_v1_chr	3661186	3661674	+	489	274
D7795_03930	D7795_v1_chr	3661939	3663153	+	1215	353
D7795_03931	D7795_v1_chr	3663169	3663930	+	762	1033
D7795_03932	D7795_v1_chr	3663925	3664144	-	220	0
D7795_03933	D7795_v1_chr	3663984	3664955	+	972	553
D7795_03934	D7795_v1_chr	3664952	3665986	+	1035	318
D7795_03935	D7795_v1_chr	3666031	3667773	-	1743	424
D7795_03936	D7795_v1_chr	3667899	3668315	+	417	296
D7795_03937	D7795_v1_chr	3668328	3669068	-	741	127
D7795_03938	D7795_v1_chr	3669065	3670135	-	1071	284
D7795_03939	D7795_v1_chr	3670137	3670982	-	846	226
D7795_03940	D7795_v1_chr	3670979	3671866	-	888	57
D7795_03941	D7795_v1_chr	3671971	3673287	-	1317	295
D7795_03942	D7795_v1_chr	3673546	3673914	-	369	147
D7795_03943	D7795_v1_chr	3673911	3674132	-	222	0
D7795_03944	D7795_v1_chr	3674263	3674976	-	714	231
D7795_03945	D7795_v1_chr	3674978	3675745	-	768	225
D7795_03946	D7795_v1_chr	3675742	3677019	-	1278	225
D7795_03947	D7795_v1_chr	3677016	3677942	-	927	306
D7795_03948	D7795_v1_chr	3678002	3679111	-	1110	426
D7795_03949	D7795_v1_chr	3679330	3679410	-	81	60
D7795_03950	D7795_v1_chr	3679532	3679915	+	384	95
D7795_03951	D7795_v1_chr	3679893	3680027	+	135	53
D7795_03952	D7795_v1_chr	3680111	3681208	-	1098	661
D7795_03953	D7795_v1_chr	3681536	3682390	-	855	0
D7795_03954	D7795_v1_chr	3682636	3683691	-	1056	1
D7795_03955	D7795_v1_chr	3683684	3684352	-	669	2
D7795_03956	D7795_v1_chr	3684355	3685830	-	1476	0
D7795_03957	D7795_v1_chr	3685956	3686552	+	597	101
D7795_03958	D7795_v1_chr	3686542	3686811	+	270	66
D7795_03959	D7795_v1_chr	3686833	3687204	-	372	359
D7795_03960	D7795_v1_chr	3687346	3687972	+	627	525
D7795_03961	D7795_v1_chr	3688053	3690251	+	2199	1366
D7795_03962	D7795_v1_chr	3690451	3692094	+	1644	814
D7795_03963	D7795_v1_chr	3692118	3692453	-	336	4
D7795_03964	D7795_v1_chr	3692533	3693198	+	666	235
D7795_03965	D7795_v1_chr	3693271	3693828	+	558	306
D7795_03966	D7795_v1_chr	3693832	3695091	-	1260	383
D7795_03967	D7795_v1_chr	3695181	3696230	+	1050	463
D7795_03968	D7795_v1_chr	3696282	3696860	+	579	386
D7795_03969	D7795_v1_chr	3696916	3697353	+	438	76
D7795_03970	D7795_v1_chr	3697442	3698566	-	1125	570
D7795_03971	D7795_v1_chr	3698566	3700527	-	1962	743
D7795_03972	D7795_v1_chr	3700524	3701591	-	1068	683
D7795_03973	D7795_v1_chr	3701686	3701838	-	153	49
D7795_03974	D7795_v1_chr	3701897	3703093	-	1197	640
D7795_03975	D7795_v1_chr	3703324	3704820	+	1497	136
D7795_03976	D7795_v1_chr	3704961	3705296	-	336	121
D7795_03977	D7795_v1_chr	3705684	3706118	+	435	292
D7795_03978	D7795_v1_chr	3706202	3706363	-	162	63
D7795_03979	D7795_v1_chr	3706443	3707915	+	1473	398
D7795_03980	D7795_v1_chr	3708007	3708765	-	759	61
D7795_03981	D7795_v1_chr	3708772	3710814	-	2043	735
D7795_03982	D7795_v1_chr	3710996	3712267	-	1272	1021
D7795_03983	D7795_v1_chr	3712478	3713320	+	843	203
D7795_03984	D7795_v1_chr	3713425	3714777	+	1353	49
D7795_03985	D7795_v1_chr	3714824	3715867	-	1044	722
D7795_03986	D7795_v1_chr	3715926	3717245	-	1320	1771
D7795_03987	D7795_v1_chr	3717299	3718144	-	846	876
D7795_03988	D7795_v1_chr	3718208	3719185	-	978	1019
D7795_03989	D7795_v1_chr	3719361	3720080	-	720	17
D7795_03990	D7795_v1_chr	3720406	3722055	+	1650	528
D7795_03991	D7795_v1_chr	3722068	3723657	-	1590	466
D7795_03992	D7795_v1_chr	3723938	3724294	+	357	519
D7795_03993	D7795_v1_chr	3724300	3724902	-	603	466
D7795_03994	D7795_v1_chr	3724681	3724772	+	92	0
D7795_03995	D7795_v1_chr	3725533	3726432	+	900	298
D7795_03996	D7795_v1_chr	3726505	3727533	+	1029	276
D7795_03997	D7795_v1_chr	3727884	3729206	+	1323	362
D7795_03998	D7795_v1_chr	3729246	3731306	-	2061	406
D7795_03999	D7795_v1_chr	3731416	3732183	-	768	310
D7795_04000	D7795_v1_chr	3732412	3733341	+	930	211
D7795_04001	D7795_v1_chr	3733395	3734882	-	1488	412
D7795_04002	D7795_v1_chr	3735102	3736388	-	1287	308
D7795_04003	D7795_v1_chr	3736546	3738552	-	2007	932
D7795_04004	D7795_v1_chr	3738726	3742268	-	3543	1648
D7795_04005	D7795_v1_chr	3742250	3743359	-	1110	91
D7795_04006	D7795_v1_chr	3743363	3745513	-	2151	548
D7795_04007	D7795_v1_chr	3745674	3748298	-	2625	1103
D7795_04008	D7795_v1_chr	3748295	3749047	-	753	582
D7795_04009	D7795_v1_chr	3749048	3749251	-	204	334
D7795_04010	D7795_v1_chr	3749508	3751067	+	1560	1772
D7795_04011	D7795_v1_chr	3751064	3751255	+	192	66
D7795_04012	D7795_v1_chr	3751252	3752931	+	1680	863
D7795_04013	D7795_v1_chr	3752936	3753303	-	368	100
D7795_04014	D7795_v1_chr	3753013	3753120	-	108	0
D7795_04015	D7795_v1_chr	3753168	3753235	+	68	0
D7795_04016	D7795_v1_chr	3753248	3753385	+	138	34
D7795_04017	D7795_v1_chr	3753395	3753645	+	251	245
D7795_04018	D7795_v1_chr	3753763	3755061	+	1299	2662
D7795_04019	D7795_v1_chr	3755162	3756175	-	1014	627
D7795_04020	D7795_v1_chr	3756172	3757155	-	984	143
D7795_04021	D7795_v1_chr	3757166	3758068	-	903	246
D7795_04022	D7795_v1_chr	3758078	3759097	-	1020	499
D7795_04023	D7795_v1_chr	3759254	3760861	-	1608	610
D7795_04024	D7795_v1_chr	3761417	3762742	-	1326	718
D7795_04025	D7795_v1_chr	3762800	3763924	-	1125	630
D7795_04026	D7795_v1_chr	3764074	3765081	+	1008	538
D7795_04027	D7795_v1_chr	3765396	3765472	-	77	26
D7795_04028	D7795_v1_chr	3765563	3767254	-	1692	1061
D7795_04029	D7795_v1_chr	3767472	3767999	-	528	269
D7795_04030	D7795_v1_chr	3768005	3769084	-	1080	2004
D7795_04031	D7795_v1_chr	3769102	3771630	-	2529	1980
D7795_04032	D7795_v1_chr	3771653	3772351	-	699	1311
D7795_04033	D7795_v1_chr	3772436	3772960	-	525	1038
D7795_04034	D7795_v1_chr	3773288	3773476	+	189	424
D7795_04035	D7795_v1_chr	3773478	3774182	-	705	695
D7795_04036	D7795_v1_chr	3774339	3774920	+	582	353
D7795_04037	D7795_v1_chr	3774898	3775338	+	441	108
D7795_04038	D7795_v1_chr	3775307	3777640	-	2334	867
D7795_04039	D7795_v1_chr	3777793	3778455	+	663	386
D7795_04040	D7795_v1_chr	3778674	3779648	+	975	251
D7795_04041	D7795_v1_chr	3779698	3780408	-	711	322
D7795_04042	D7795_v1_chr	3780805	3781137	+	333	3
D7795_04043	D7795_v1_chr	3781425	3781637	+	213	30
D7795_04044	D7795_v1_chr	3781811	3782350	+	540	182
D7795_04045	D7795_v1_chr	3782336	3782662	-	327	388
D7795_04046	D7795_v1_chr	3782721	3783206	-	486	239
D7795_04047	D7795_v1_chr	3783194	3783460	-	267	0
D7795_04048	D7795_v1_chr	3783659	3784126	-	468	1327
D7795_04049	D7795_v1_chr	3785086	3787155	-	2070	0
D7795_04050	D7795_v1_chr	3787165	3788076	-	912	0
D7795_04051	D7795_v1_chr	3788215	3788517	-	303	217
D7795_04052	D7795_v1_chr	3788683	3789678	+	996	1703
D7795_04053	D7795_v1_chr	3789701	3790054	-	354	1476
D7795_04054	D7795_v1_chr	3790229	3791683	-	1455	377
D7795_04055	D7795_v1_chr	3791783	3793105	-	1323	848
D7795_04056	D7795_v1_chr	3793468	3794646	+	1179	966
D7795_04057	D7795_v1_chr	3794707	3795531	-	825	611
D7795_04058	D7795_v1_chr	3795847	3797874	+	2028	650
D7795_04059	D7795_v1_chr	3798048	3799298	+	1251	312
D7795_04060	D7795_v1_chr	3799335	3799808	-	474	145
D7795_04061	D7795_v1_chr	3799925	3800725	-	801	179
D7795_04062	D7795_v1_chr	3800955	3801953	+	999	298
D7795_04063	D7795_v1_chr	3801965	3802429	+	465	234
D7795_04064	D7795_v1_chr	3802453	3803385	+	933	910
D7795_04065	D7795_v1_chr	3803524	3803997	+	474	774
D7795_04066	D7795_v1_chr	3804000	3805277	+	1278	699
D7795_04067	D7795_v1_chr	3805289	3806275	+	987	501
D7795_04068	D7795_v1_chr	3806279	3807775	+	1497	665
D7795_04069	D7795_v1_chr	3807772	3808434	+	663	118
D7795_04070	D7795_v1_chr	3808427	3809287	+	861	565
D7795_04071	D7795_v1_chr	3809281	3809976	+	696	253
D7795_04072	D7795_v1_chr	3810137	3810952	-	816	341
D7795_04073	D7795_v1_chr	3811216	3813171	+	1956	910
D7795_04074	D7795_v1_chr	3813289	3814827	-	1539	487
D7795_04075	D7795_v1_chr	3814996	3815877	+	882	319
D7795_04076	D7795_v1_chr	3816125	3817975	-	1851	563
D7795_04077	D7795_v1_chr	3817972	3819363	-	1392	398
D7795_04078	D7795_v1_chr	3819462	3820070	-	609	324
D7795_04079	D7795_v1_chr	3820546	3822462	+	1917	326
D7795_04080	D7795_v1_chr	3822683	3823831	+	1149	162
D7795_04081	D7795_v1_chr	3823828	3824418	+	591	107
D7795_04082	D7795_v1_chr	3824428	3824637	-	210	14
D7795_04083	D7795_v1_chr	3824928	3825290	+	363	333
D7795_04084	D7795_v1_chr	3825778	3826461	+	684	3
D7795_04085	D7795_v1_chr	3826505	3830890	+	4386	1961
D7795_04086	D7795_v1_chr	3830906	3831013	-	108	0
D7795_04087	D7795_v1_chr	3831189	3832844	+	1656	307
D7795_04088	D7795_v1_chr	3832841	3833617	+	777	253
D7795_04089	D7795_v1_chr	3833614	3834804	+	1191	712
D7795_04090	D7795_v1_chr	3834870	3835343	+	474	281
D7795_04091	D7795_v1_chr	3835411	3836415	-	1005	362
D7795_04092	D7795_v1_chr	3836733	3837929	+	1197	511
D7795_04093	D7795_v1_chr	3838003	3839313	+	1311	1911
D7795_04094	D7795_v1_chr	3839396	3840217	-	822	11
D7795_04095	D7795_v1_chr	3840295	3841314	-	1020	0
D7795_04096	D7795_v1_chr	3841314	3841781	-	468	2
D7795_04097	D7795_v1_chr	3841825	3842076	-	252	120
D7795_04098	D7795_v1_chr	3842163	3842594	-	432	375
D7795_04099	D7795_v1_chr	3842842	3844386	+	1545	557
D7795_04100	D7795_v1_chr	3844396	3845679	+	1284	133
D7795_04101	D7795_v1_chr	3845683	3846645	+	963	458
D7795_04102	D7795_v1_chr	3846632	3847666	-	1035	1722
D7795_04103	D7795_v1_chr	3847960	3848985	-	1026	353
D7795_04104	D7795_v1_chr	3848995	3850191	-	1197	226
D7795_04105	D7795_v1_chr	3850394	3851326	+	933	0
D7795_04106	D7795_v1_chr	3851329	3852375	+	1047	0
D7795_04107	D7795_v1_chr	3852375	3853328	+	954	0
D7795_04108	D7795_v1_chr	3853368	3854582	+	1215	6399
D7795_04109	D7795_v1_chr	3854640	3855785	-	1146	8179
D7795_04110	D7795_v1_chr	3855885	3856694	-	810	500
D7795_04111	D7795_v1_chr	3856844	3857542	-	699	188
D7795_04112	D7795_v1_chr	3857565	3858578	-	1014	2233
D7795_04113	D7795_v1_chr	3858596	3859618	-	1023	8127
D7795_04114	D7795_v1_chr	3859615	3860694	-	1080	1162
D7795_04115	D7795_v1_chr	3860764	3860973	-	210	31
D7795_04116	D7795_v1_chr	3861029	3861826	-	798	5
D7795_04117	D7795_v1_chr	3861819	3862943	-	1125	492
D7795_04118	D7795_v1_chr	3862940	3864010	-	1071	294
D7795_04119	D7795_v1_chr	3864419	3865696	+	1278	0
D7795_04120	D7795_v1_chr	3865705	3866184	+	480	3
D7795_04121	D7795_v1_chr	3866212	3867021	-	810	550
D7795_04122	D7795_v1_chr	3867119	3867286	-	168	0
D7795_04123	D7795_v1_chr	3867307	3867543	-	237	0
D7795_04124	D7795_v1_chr	3867761	3868426	-	666	182
D7795_04125	D7795_v1_chr	3868599	3869822	+	1224	2
D7795_04126	D7795_v1_chr	3869800	3870258	+	459	0
D7795_04127	D7795_v1_chr	3870366	3870962	+	597	37
D7795_04128	D7795_v1_chr	3871040	3871681	-	642	11
D7795_04129	D7795_v1_chr	3871760	3872476	-	717	256
D7795_04130	D7795_v1_chr	3872602	3873465	+	864	368
D7795_04131	D7795_v1_chr	3873515	3874417	-	903	334
D7795_04132	D7795_v1_chr	3874491	3875372	+	882	254
D7795_04133	D7795_v1_chr	3875623	3876240	+	618	363
D7795_04134	D7795_v1_chr	3876237	3877922	-	1686	1033
D7795_04135	D7795_v1_chr	3878179	3878802	+	624	0
D7795_04136	D7795_v1_chr	3878857	3879132	+	276	2
D7795_04137	D7795_v1_chr	3879151	3881262	+	2112	18
D7795_04138	D7795_v1_chr	3881267	3881956	+	690	119
D7795_04139	D7795_v1_chr	3881962	3884043	+	2082	107
D7795_04140	D7795_v1_chr	3884079	3885284	-	1206	410
D7795_04141	D7795_v1_chr	3885512	3886903	+	1392	489
D7795_04142	D7795_v1_chr	3887024	3888733	+	1710	1001
D7795_04143	D7795_v1_chr	3888836	3891154	-	2319	1085
D7795_04144	D7795_v1_chr	3891166	3892548	-	1383	464
D7795_04145	D7795_v1_chr	3892836	3892930	+	95	3
D7795_04146	D7795_v1_chr	3893247	3893591	-	345	186
D7795_04147	D7795_v1_chr	3894269	3894445	+	177	177
D7795_04148	D7795_v1_chr	3894460	3894957	+	498	119
D7795_04149	D7795_v1_chr	3894954	3895454	+	501	226
D7795_04150	D7795_v1_chr	3895454	3895801	+	348	68
D7795_04151	D7795_v1_chr	3895854	3895946	+	93	0
D7795_04152	D7795_v1_chr	3895988	3897025	+	1038	1061
D7795_04153	D7795_v1_chr	3897137	3897310	-	174	85
D7795_04154	D7795_v1_chr	3897523	3897588	+	66	1
D7795_04155	D7795_v1_chr	3898324	3898941	+	618	6
D7795_04156	D7795_v1_chr	3899016	3901883	+	2868	2060
D7795_04157	D7795_v1_chr	3901978	3902442	-	465	393
D7795_04158	D7795_v1_chr	3902453	3903310	-	858	1059
D7795_04159	D7795_v1_chr	3903363	3903476	-	114	59
D7795_04160	D7795_v1_chr	3904094	3904774	+	681	904
D7795_04161	D7795_v1_chr	3904942	3905421	-	480	653
D7795_04162	D7795_v1_chr	3905523	3905609	-	87	37
D7795_04163	D7795_v1_chr	3905622	3905714	-	93	76
D7795_04164	D7795_v1_chr	3905736	3908462	-	2727	1743
D7795_04165	D7795_v1_chr	3908539	3909741	+	1203	369
D7795_04166	D7795_v1_chr	3908682	3909365	-	684	0
D7795_04167	D7795_v1_chr	3909603	3909644	-	42	0
D7795_04168	D7795_v1_chr	3909888	3910790	+	903	1110
D7795_04169	D7795_v1_chr	3910833	3911774	-	942	311
D7795_04170	D7795_v1_chr	3912010	3912753	-	744	241
D7795_04171	D7795_v1_chr	3912740	3913849	-	1110	449
D7795_04172	D7795_v1_chr	3913853	3914710	-	858	144
D7795_04173	D7795_v1_chr	3914710	3915459	-	750	298
D7795_04174	D7795_v1_chr	3915605	3916090	-	486	304
D7795_04175	D7795_v1_chr	3916101	3916526	-	426	9
D7795_04176	D7795_v1_chr	3916703	3916826	-	124	0
D7795_04177	D7795_v1_chr	3916745	3919543	-	2799	830
D7795_04178	D7795_v1_chr	3919740	3920033	+	294	0
D7795_04179	D7795_v1_chr	3920139	3921521	+	1383	638
D7795_04180	D7795_v1_chr	3921581	3922774	-	1194	397
D7795_04181	D7795_v1_chr	3922990	3923349	+	360	231
D7795_04182	D7795_v1_chr	3923333	3923656	+	324	117
D7795_04183	D7795_v1_chr	3924089	3924541	-	453	140
D7795_04184	D7795_v1_chr	3924734	3926125	-	1392	384
D7795_04185	D7795_v1_chr	3926268	3927596	-	1329	391
D7795_04186	D7795_v1_chr	3927606	3929108	-	1503	791
D7795_04187	D7795_v1_chr	3929108	3929698	-	591	217
D7795_04188	D7795_v1_chr	3929852	3930865	-	1014	519
D7795_04189	D7795_v1_chr	3930877	3932193	-	1317	1079
D7795_04190	D7795_v1_chr	3932224	3933144	-	921	1162
D7795_04191	D7795_v1_chr	3933469	3934254	+	786	149
D7795_04192	D7795_v1_chr	3934256	3934546	-	291	150
D7795_04193	D7795_v1_chr	3934550	3936238	-	1689	840
D7795_04194	D7795_v1_chr	3936345	3936443	-	99	3
D7795_04195	D7795_v1_chr	3936649	3936780	-	132	0
D7795_04196	D7795_v1_chr	3936966	3937061	+	96	0
D7795_04197	D7795_v1_chr	3937077	3937166	+	90	0
D7795_04198	D7795_v1_chr	3937286	3938119	+	834	318
D7795_04199	D7795_v1_chr	3938322	3939506	+	1185	424
D7795_04200	D7795_v1_chr	3939433	3940494	-	1062	397
D7795_04201	D7795_v1_chr	3940582	3941505	-	924	589
D7795_04202	D7795_v1_chr	3941731	3943068	+	1338	398
D7795_04203	D7795_v1_chr	3943086	3944408	+	1323	157
D7795_04204	D7795_v1_chr	3944490	3945020	-	531	87
D7795_04205	D7795_v1_chr	3945017	3945379	-	363	93
D7795_04206	D7795_v1_chr	3945369	3945716	-	348	157
D7795_04207	D7795_v1_chr	3946160	3947821	-	1662	445
D7795_04208	D7795_v1_chr	3947967	3948020	-	54	32
D7795_04209	D7795_v1_chr	3948010	3948438	-	429	161
D7795_04210	D7795_v1_chr	3948548	3948961	-	414	433
D7795_04211	D7795_v1_chr	3949313	3949603	+	291	114
D7795_04212	D7795_v1_chr	3949605	3950831	-	1227	866
D7795_04213	D7795_v1_chr	3950953	3951996	-	1044	397
D7795_04214	D7795_v1_chr	3951993	3952550	-	558	255
D7795_04215	D7795_v1_chr	3952547	3954478	-	1932	915
D7795_04216	D7795_v1_chr	3954475	3954954	-	480	317
D7795_04217	D7795_v1_chr	3954951	3955124	-	174	30
D7795_04218	D7795_v1_chr	3955160	3955906	-	747	363
D7795_04219	D7795_v1_chr	3955949	3956605	-	657	322
D7795_04220	D7795_v1_chr	3956605	3956892	-	288	145
D7795_04221	D7795_v1_chr	3956889	3958289	-	1401	3118
D7795_04222	D7795_v1_chr	3958479	3959111	-	633	307
D7795_04223	D7795_v1_chr	3959104	3961656	-	2553	920
D7795_04224	D7795_v1_chr	3961646	3962830	-	1185	483
D7795_04225	D7795_v1_chr	3962924	3963652	+	729	99
D7795_04226	D7795_v1_chr	3963625	3964665	-	1041	133
D7795_04227	D7795_v1_chr	3964745	3967480	+	2736	918
D7795_04228	D7795_v1_chr	3967506	3968798	-	1293	351
D7795_04229	D7795_v1_chr	3968928	3970076	-	1149	286
D7795_04230	D7795_v1_chr	3970073	3970690	-	618	100
D7795_04231	D7795_v1_chr	3970674	3971552	-	879	544
D7795_04232	D7795_v1_chr	3971549	3972238	-	690	199
D7795_04233	D7795_v1_chr	3972499	3973344	-	846	496
D7795_04234	D7795_v1_chr	3973649	3974911	+	1263	1515
D7795_04235	D7795_v1_chr	3974928	3976118	+	1191	504
D7795_04236	D7795_v1_chr	3976233	3977129	+	897	212
D7795_04237	D7795_v1_chr	3977148	3979562	-	2415	0
D7795_04238	D7795_v1_chr	3979591	3980664	-	1074	187
D7795_04239	D7795_v1_chr	3980812	3981912	-	1101	0
D7795_04240	D7795_v1_chr	3981917	3983317	-	1401	1
D7795_04241	D7795_v1_chr	3983530	3983568	-	39	0
D7795_04242	D7795_v1_chr	3983978	3984118	+	141	0
D7795_04243	D7795_v1_chr	3984135	3984494	+	360	0
D7795_04244	D7795_v1_chr	3984171	3984368	-	198	0
D7795_04245	D7795_v1_chr	3984458	3984715	+	258	20
D7795_04246	D7795_v1_chr	3984718	3986364	+	1647	0
D7795_04247	D7795_v1_chr	3986275	3986417	+	143	10
D7795_04248	D7795_v1_chr	3986506	3987870	+	1365	0
D7795_04249	D7795_v1_chr	3988053	3989240	+	1188	745
D7795_04250	D7795_v1_chr	3989209	3990168	+	960	512
D7795_04251	D7795_v1_chr	3990326	3991081	+	756	308
D7795_04252	D7795_v1_chr	3991099	3991665	+	567	414
D7795_04253	D7795_v1_chr	3991710	3993047	-	1338	551
D7795_04254	D7795_v1_chr	3993216	3993881	+	666	437
D7795_04255	D7795_v1_chr	3993883	3993967	-	85	10
D7795_04256	D7795_v1_chr	3993976	3994701	-	726	0
D7795_04257	D7795_v1_chr	3994716	3995489	-	774	49
D7795_04258	D7795_v1_chr	3995576	3996466	-	891	184
D7795_04259	D7795_v1_chr	3996466	3997425	-	960	112
D7795_04260	D7795_v1_chr	3997561	3998601	-	1041	174
D7795_04261	D7795_v1_chr	3998709	3998769	+	61	78
D7795_04262	D7795_v1_chr	3998767	4000140	-	1374	385
D7795_04263	D7795_v1_chr	4000189	4001007	-	819	267
D7795_04264	D7795_v1_chr	4001069	4002859	+	1791	955
D7795_04265	D7795_v1_chr	4003010	4004839	-	1830	0
D7795_04266	D7795_v1_chr	4005028	4006398	-	1371	23
D7795_04267	D7795_v1_chr	4006718	4007416	-	699	255
D7795_04268	D7795_v1_chr	4007646	4008065	-	420	0
D7795_04269	D7795_v1_chr	4008086	4009468	-	1383	0
D7795_04270	D7795_v1_chr	4009495	4010358	-	864	0
D7795_04271	D7795_v1_chr	4010409	4011950	-	1542	0
D7795_04272	D7795_v1_chr	4011963	4012496	-	534	0
D7795_04273	D7795_v1_chr	4012511	4012981	-	471	0
D7795_04274	D7795_v1_chr	4013041	4013280	-	240	0
D7795_04275	D7795_v1_chr	4013327	4014142	-	816	0
D7795_04276	D7795_v1_chr	4014151	4014531	-	381	2
D7795_04277	D7795_v1_chr	4015147	4015770	-	624	79
D7795_04278	D7795_v1_chr	4015873	4017762	-	1890	0
D7795_04279	D7795_v1_chr	4017980	4018117	-	138	0
D7795_04280	D7795_v1_chr	4018141	4018584	-	444	26
D7795_04281	D7795_v1_chr	4018674	4019132	-	459	71
D7795_04282	D7795_v1_chr	4019283	4020275	+	993	59
D7795_04283	D7795_v1_chr	4020280	4021731	-	1452	711
D7795_04284	D7795_v1_chr	4021725	4023221	-	1497	524
D7795_04285	D7795_v1_chr	4023569	4025437	+	1869	499
D7795_04286	D7795_v1_chr	4025654	4026073	+	420	239
D7795_04287	D7795_v1_chr	4026036	4027586	+	1551	455
D7795_04288	D7795_v1_chr	4027592	4028557	+	966	653
D7795_04289	D7795_v1_chr	4028582	4029472	+	891	370
D7795_04290	D7795_v1_chr	4029605	4030534	+	930	76
D7795_04291	D7795_v1_chr	4030547	4031536	+	990	188
D7795_04292	D7795_v1_chr	4031502	4032929	-	1428	649
D7795_04293	D7795_v1_chr	4032941	4033645	-	705	609
D7795_04294	D7795_v1_chr	4034129	4035666	+	1538	624
D7795_04295	D7795_v1_chr	4035753	4035828	+	76	41
D7795_04296	D7795_v1_chr	4036024	4038925	+	2902	1202
D7795_04297	D7795_v1_chr	4039126	4039236	+	111	11
D7795_04298	D7795_v1_chr	4039294	4039370	+	77	0
D7795_04299	D7795_v1_chr	4039379	4039454	+	76	0
D7795_04300	D7795_v1_chr	4039557	4040393	-	837	311
D7795_04301	D7795_v1_chr	4040512	4040850	+	339	83
D7795_04302	D7795_v1_chr	4040875	4042395	-	1521	336
D7795_04303	D7795_v1_chr	4042747	4042845	+	99	95
D7795_04304	D7795_v1_chr	4042932	4042982	+	51	58
D7795_04305	D7795_v1_chr	4042985	4044631	+	1647	1043
D7795_04306	D7795_v1_chr	4044628	4044891	+	264	49
D7795_04307	D7795_v1_chr	4044909	4045838	+	930	121
D7795_04308	D7795_v1_chr	4045998	4047848	+	1851	147
D7795_04309	D7795_v1_chr	4047851	4049395	+	1545	487
D7795_04310	D7795_v1_chr	4049633	4049995	+	363	115
D7795_04311	D7795_v1_chr	4049992	4050318	+	327	140
D7795_04312	D7795_v1_chr	4050335	4051222	-	888	253
D7795_04313	D7795_v1_chr	4051387	4052862	+	1476	222
D7795_04314	D7795_v1_chr	4052954	4053235	-	282	0
D7795_04315	D7795_v1_chr	4053429	4053587	+	159	34
D7795_04316	D7795_v1_chr	4053563	4053673	+	111	23
D7795_04317	D7795_v1_chr	4053773	4055797	+	2025	1
D7795_04318	D7795_v1_chr	4055837	4057318	-	1482	231
D7795_04319	D7795_v1_chr	4057455	4058720	-	1266	174
D7795_04320	D7795_v1_chr	4058864	4059193	+	330	39
D7795_04321	D7795_v1_chr	4059612	4060871	+	1260	0
D7795_04322	D7795_v1_chr	4061101	4062204	+	1104	284
D7795_04323	D7795_v1_chr	4062216	4063262	+	1047	505
D7795_04324	D7795_v1_chr	4063363	4064448	+	1086	95
D7795_04325	D7795_v1_chr	4064445	4065707	+	1263	157
D7795_04326	D7795_v1_chr	4065707	4066774	+	1068	345
D7795_04327	D7795_v1_chr	4066807	4067031	+	225	103
D7795_04328	D7795_v1_chr	4067009	4067686	+	678	48
D7795_04329	D7795_v1_chr	4067691	4068821	+	1131	51
D7795_04330	D7795_v1_chr	4068823	4070073	+	1251	31
D7795_04331	D7795_v1_chr	4070070	4071149	+	1080	81
D7795_04332	D7795_v1_chr	4071146	4072504	+	1359	58
D7795_04333	D7795_v1_chr	4072501	4073241	+	741	349
D7795_04334	D7795_v1_chr	4073448	4074833	+	1386	311
D7795_04335	D7795_v1_chr	4074936	4075012	+	77	0
D7795_04336	D7795_v1_chr	4075067	4075142	+	76	0
D7795_04337	D7795_v1_chr	4075163	4075249	+	87	2
D7795_04338	D7795_v1_chr	4075292	4075368	+	77	0
D7795_04339	D7795_v1_chr	4075675	4075882	+	208	31
D7795_04340	D7795_v1_chr	4075950	4077149	-	1200	357
D7795_04341	D7795_v1_chr	4077149	4078318	-	1170	307
D7795_04342	D7795_v1_chr	4078340	4079080	-	741	34
D7795_04343	D7795_v1_chr	4079077	4080039	-	963	59
D7795_04344	D7795_v1_chr	4080114	4080164	+	51	26
D7795_04345	D7795_v1_chr	4080315	4080356	+	42	7
D7795_04346	D7795_v1_chr	4080395	4082941	+	2547	137
D7795_04347	D7795_v1_chr	4083019	4083339	-	321	71
D7795_04348	D7795_v1_chr	4083409	4083789	-	381	207
D7795_04349	D7795_v1_chr	4083786	4084019	-	234	60
D7795_04350	D7795_v1_chr	4084058	4084309	-	252	63
D7795_04351	D7795_v1_chr	4084495	4084698	+	204	35
D7795_04352	D7795_v1_chr	4084735	4085559	+	825	0
D7795_04353	D7795_v1_chr	4085556	4086263	+	708	217
D7795_04354	D7795_v1_chr	4086260	4087162	+	903	2
D7795_04355	D7795_v1_chr	4087162	4087878	+	717	131
D7795_04356	D7795_v1_chr	4088014	4090176	+	2163	232
D7795_04357	D7795_v1_chr	4090436	4090492	+	57	54
D7795_04358	D7795_v1_chr	4090505	4090573	+	69	0
D7795_04359	D7795_v1_chr	4090648	4091598	+	951	37
