# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "--fraction" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/P125109_v3_2018.tradis.gff" "-o" "P125109_input_LB_2.deseq.fc.tsv" "P125109_input_LB_2.deseq.bam" 
Geneid	Chr	Start	End	Strand	Length	P125109_input_LB_2.deseq.bam
P125109_03897	P125109_v1_chr	3662764	3663792	+	1029	580
P125109_03898	P125109_v1_chr	3664143	3665465	+	1323	687
P125109_03899	P125109_v1_chr	3665505	3667565	-	2061	1087
P125109_03900	P125109_v1_chr	3667675	3668442	-	768	787
P125109_03901	P125109_v1_chr	3668671	3669600	+	930	487
P125109_03902	P125109_v1_chr	3669654	3671141	-	1488	881
P125109_03903	P125109_v1_chr	3671361	3672647	-	1287	523
P125109_03904	P125109_v1_chr	3672805	3674811	-	2007	1652
P125109_03905	P125109_v1_chr	3674985	3678527	-	3543	2932
P125109_03906	P125109_v1_chr	3678509	3679618	-	1110	742
P125109_03907	P125109_v1_chr	3679622	3681772	-	2151	1842
P125109_03908	P125109_v1_chr	3681933	3684557	-	2625	2402
P125109_03909	P125109_v1_chr	3684554	3685306	-	753	619
P125109_03910	P125109_v1_chr	3685307	3685510	-	204	558
P125109_03911	P125109_v1_chr	3685767	3687326	+	1560	2580
P125109_03912	P125109_v1_chr	3687323	3687514	+	192	70
P125109_03913	P125109_v1_chr	3687511	3689190	+	1680	877
P125109_03914	P125109_v1_chr	3689195	3689562	-	368	51
P125109_03915	P125109_v1_chr	3689272	3689379	-	108	0
P125109_03916	P125109_v1_chr	3689427	3689494	+	68	0
P125109_03917	P125109_v1_chr	3689507	3689644	+	138	23
P125109_03918	P125109_v1_chr	3689654	3689904	+	251	167
P125109_03919	P125109_v1_chr	3690022	3691320	+	1299	5290
P125109_03920	P125109_v1_chr	3691421	3692434	-	1014	952
P125109_03921	P125109_v1_chr	3692431	3693414	-	984	647
P125109_03922	P125109_v1_chr	3693425	3694327	-	903	727
P125109_03923	P125109_v1_chr	3694337	3695356	-	1020	980
P125109_03924	P125109_v1_chr	3695513	3697120	-	1608	846
P125109_03925	P125109_v1_chr	3697676	3699001	-	1326	737
P125109_03926	P125109_v1_chr	3699059	3700183	-	1125	719
P125109_03927	P125109_v1_chr	3700333	3701340	+	1008	594
P125109_03928	P125109_v1_chr	3701655	3701731	-	77	5
P125109_03929	P125109_v1_chr	3701822	3703513	-	1692	1193
P125109_03930	P125109_v1_chr	3703731	3704258	-	528	437
P125109_03931	P125109_v1_chr	3704264	3705343	-	1080	3968
P125109_03932	P125109_v1_chr	3705361	3707889	-	2529	3623
P125109_03933	P125109_v1_chr	3707912	3708610	-	699	1749
P125109_03934	P125109_v1_chr	3708695	3709219	-	525	1554
P125109_03935	P125109_v1_chr	3709547	3709735	+	189	954
P125109_03936	P125109_v1_chr	3709737	3710441	-	705	629
P125109_03937	P125109_v1_chr	3710598	3711179	+	582	480
P125109_03938	P125109_v1_chr	3711157	3711597	+	441	88
P125109_03939	P125109_v1_chr	3711566	3713899	-	2334	1672
P125109_03940	P125109_v1_chr	3714052	3714714	+	663	618
P125109_03941	P125109_v1_chr	3714933	3715907	+	975	433
P125109_03942	P125109_v1_chr	3715957	3716667	-	711	691
P125109_03943	P125109_v1_chr	3717064	3717396	+	333	259
P125109_03944	P125109_v1_chr	3717684	3717896	+	213	1
P125109_03945	P125109_v1_chr	3718070	3718609	+	540	478
P125109_03946	P125109_v1_chr	3718595	3718921	-	327	251
P125109_03947	P125109_v1_chr	3718980	3719465	-	486	725
P125109_03948	P125109_v1_chr	3719453	3719719	-	267	6
P125109_03949	P125109_v1_chr	3719918	3720385	-	468	1321
P125109_03950	P125109_v1_chr	3721345	3723414	-	2070	23
P125109_03951	P125109_v1_chr	3723424	3724335	-	912	0
P125109_03952	P125109_v1_chr	3724474	3724776	-	303	345
P125109_03953	P125109_v1_chr	3724942	3725937	+	996	4740
P125109_03954	P125109_v1_chr	3725960	3726313	-	354	2346
P125109_03955	P125109_v1_chr	3726488	3727942	-	1455	958
P125109_03956	P125109_v1_chr	3728042	3729364	-	1323	1404
P125109_03957	P125109_v1_chr	3729727	3730905	+	1179	1212
P125109_03958	P125109_v1_chr	3730966	3731790	-	825	1082
P125109_03959	P125109_v1_chr	3732106	3734133	+	2028	1148
P125109_03960	P125109_v1_chr	3734307	3735557	+	1251	339
P125109_03961	P125109_v1_chr	3735594	3736067	-	474	490
P125109_03962	P125109_v1_chr	3736184	3736984	-	801	978
P125109_03963	P125109_v1_chr	3737214	3738212	+	999	367
P125109_03964	P125109_v1_chr	3738224	3738688	+	465	571
P125109_03965	P125109_v1_chr	3738712	3739644	+	933	1427
P125109_03966	P125109_v1_chr	3739783	3740256	+	474	1333
P125109_03967	P125109_v1_chr	3740259	3741536	+	1278	1243
P125109_03968	P125109_v1_chr	3741548	3742534	+	987	580
P125109_03969	P125109_v1_chr	3742538	3744034	+	1497	994
P125109_03970	P125109_v1_chr	3744031	3744693	+	663	576
P125109_03971	P125109_v1_chr	3744686	3745546	+	861	991
P125109_03972	P125109_v1_chr	3745540	3746235	+	696	371
P125109_03973	P125109_v1_chr	3746396	3747211	-	816	227
P125109_03974	P125109_v1_chr	3747475	3749430	+	1956	1190
P125109_03975	P125109_v1_chr	3749548	3751086	-	1539	1228
P125109_03976	P125109_v1_chr	3751255	3752136	+	882	1259
P125109_03977	P125109_v1_chr	3752384	3754234	-	1851	1662
P125109_03978	P125109_v1_chr	3754231	3755622	-	1392	930
P125109_03979	P125109_v1_chr	3755721	3756329	-	609	429
P125109_03980	P125109_v1_chr	3756805	3758721	+	1917	1661
P125109_03981	P125109_v1_chr	3758942	3760090	+	1149	545
P125109_03982	P125109_v1_chr	3760087	3760677	+	591	361
P125109_03983	P125109_v1_chr	3760687	3760896	-	210	28
P125109_03984	P125109_v1_chr	3761187	3761549	+	363	227
P125109_03985	P125109_v1_chr	3762037	3762720	+	684	114
P125109_03986	P125109_v1_chr	3762764	3767149	+	4386	3333
P125109_03987	P125109_v1_chr	3767165	3767272	-	108	36
P125109_03988	P125109_v1_chr	3767448	3769103	+	1656	951
P125109_03989	P125109_v1_chr	3769100	3769876	+	777	199
P125109_03990	P125109_v1_chr	3769873	3771063	+	1191	669
P125109_03991	P125109_v1_chr	3771129	3771602	+	474	383
P125109_03992	P125109_v1_chr	3771670	3772674	-	1005	594
P125109_03993	P125109_v1_chr	3772992	3774188	+	1197	753
P125109_03994	P125109_v1_chr	3774262	3775572	+	1311	2926
P125109_03995	P125109_v1_chr	3775655	3776476	-	822	119
P125109_03996	P125109_v1_chr	3776554	3777573	-	1020	0
P125109_03997	P125109_v1_chr	3777573	3778040	-	468	29
P125109_03998	P125109_v1_chr	3778084	3778335	-	252	68
P125109_03999	P125109_v1_chr	3778422	3778853	-	432	338
P125109_04000	P125109_v1_chr	3779101	3780645	+	1545	1198
P125109_04001	P125109_v1_chr	3780655	3781938	+	1284	1054
P125109_04002	P125109_v1_chr	3781942	3782904	+	963	1170
P125109_04003	P125109_v1_chr	3782891	3783925	-	1035	2644
P125109_04004	P125109_v1_chr	3784219	3785244	-	1026	833
P125109_04005	P125109_v1_chr	3785254	3786450	-	1197	974
P125109_04006	P125109_v1_chr	3786653	3787585	+	933	71
P125109_04007	P125109_v1_chr	3787588	3788634	+	1047	45
P125109_04008	P125109_v1_chr	3788634	3789587	+	954	150
P125109_04009	P125109_v1_chr	3789627	3790841	+	1215	1303
P125109_04010	P125109_v1_chr	3790899	3792044	-	1146	1036
P125109_04011	P125109_v1_chr	3792144	3792953	-	810	1025
P125109_04012	P125109_v1_chr	3793103	3793801	-	699	183
P125109_04013	P125109_v1_chr	3793824	3794837	-	1014	603
P125109_04014	P125109_v1_chr	3794855	3795877	-	1023	1352
P125109_04015	P125109_v1_chr	3795874	3796953	-	1080	2343
P125109_04016	P125109_v1_chr	3797023	3797232	-	210	93
P125109_04017	P125109_v1_chr	3797288	3798085	-	798	236
P125109_04018	P125109_v1_chr	3798078	3799202	-	1125	679
P125109_04019	P125109_v1_chr	3799199	3800269	-	1071	746
P125109_04020	P125109_v1_chr	3800678	3801955	+	1278	8
P125109_04021	P125109_v1_chr	3801964	3802443	+	480	6
P125109_04022	P125109_v1_chr	3802471	3803280	-	810	638
P125109_04023	P125109_v1_chr	3803378	3803545	-	168	1
P125109_04024	P125109_v1_chr	3803566	3803802	-	237	0
P125109_04025	P125109_v1_chr	3804020	3804685	-	666	731
P125109_04026	P125109_v1_chr	3804858	3806081	+	1224	0
P125109_04027	P125109_v1_chr	3806059	3806517	+	459	1
P125109_04028	P125109_v1_chr	3806625	3807221	+	597	147
P125109_04029	P125109_v1_chr	3807299	3807940	-	642	280
P125109_04030	P125109_v1_chr	3808019	3808735	-	717	632
P125109_04031	P125109_v1_chr	3808861	3809724	+	864	447
P125109_04032	P125109_v1_chr	3809774	3810676	-	903	748
P125109_04033	P125109_v1_chr	3810750	3811631	+	882	598
P125109_04034	P125109_v1_chr	3811882	3812499	+	618	902
P125109_04035	P125109_v1_chr	3812496	3814181	-	1686	1360
P125109_04036	P125109_v1_chr	3814438	3815061	+	624	0
P125109_04037	P125109_v1_chr	3815116	3815391	+	276	228
P125109_04038	P125109_v1_chr	3815410	3817521	+	2112	300
P125109_04039	P125109_v1_chr	3817526	3818215	+	690	681
P125109_04040	P125109_v1_chr	3818221	3820302	+	2082	1276
P125109_04041	P125109_v1_chr	3820338	3821543	-	1206	544
P125109_04042	P125109_v1_chr	3821771	3823162	+	1392	505
P125109_04043	P125109_v1_chr	3823283	3824992	+	1710	1265
P125109_04044	P125109_v1_chr	3825095	3827413	-	2319	1510
P125109_04045	P125109_v1_chr	3827425	3828807	-	1383	1035
P125109_04046	P125109_v1_chr	3829095	3829189	+	95	167
P125109_04047	P125109_v1_chr	3829506	3829850	-	345	259
P125109_04048	P125109_v1_chr	3830528	3830704	+	177	242
P125109_04049	P125109_v1_chr	3830719	3831216	+	498	453
P125109_04050	P125109_v1_chr	3831213	3831713	+	501	554
P125109_04051	P125109_v1_chr	3831713	3832060	+	348	100
P125109_04052	P125109_v1_chr	3832113	3832205	+	93	87
P125109_04053	P125109_v1_chr	3832247	3833284	+	1038	1291
P125109_04054	P125109_v1_chr	3833396	3833569	-	174	315
P125109_04055	P125109_v1_chr	3833782	3833847	+	66	35
P125109_04056	P125109_v1_chr	3834583	3835200	+	618	24
P125109_04057	P125109_v1_chr	3835275	3838142	+	2868	5000
P125109_04058	P125109_v1_chr	3838237	3838701	-	465	583
P125109_04059	P125109_v1_chr	3838712	3839569	-	858	2362
P125109_04060	P125109_v1_chr	3839622	3839735	-	114	281
P125109_04061	P125109_v1_chr	3840353	3841033	+	681	2529
P125109_04062	P125109_v1_chr	3841201	3841680	-	480	2039
P125109_04063	P125109_v1_chr	3841782	3841868	-	87	111
P125109_04064	P125109_v1_chr	3841881	3841973	-	93	260
P125109_04065	P125109_v1_chr	3841995	3844721	-	2727	6108
P125109_04066	P125109_v1_chr	3844798	3846000	+	1203	1695
P125109_04067	P125109_v1_chr	3844941	3845624	-	684	0
P125109_04068	P125109_v1_chr	3845862	3845903	-	42	0
P125109_04069	P125109_v1_chr	3846148	3847050	+	903	1951
P125109_04070	P125109_v1_chr	3847093	3848034	-	942	696
P125109_04071	P125109_v1_chr	3848270	3849013	-	744	397
P125109_04072	P125109_v1_chr	3849000	3850109	-	1110	469
P125109_04073	P125109_v1_chr	3850113	3850970	-	858	301
P125109_04074	P125109_v1_chr	3850970	3851719	-	750	345
P125109_04075	P125109_v1_chr	3851865	3852350	-	486	131
P125109_04076	P125109_v1_chr	3852361	3852786	-	426	239
P125109_04077	P125109_v1_chr	3852963	3853086	-	124	0
P125109_04078	P125109_v1_chr	3853005	3855803	-	2799	1857
P125109_04079	P125109_v1_chr	3856000	3856293	+	294	164
P125109_04080	P125109_v1_chr	3856399	3857781	+	1383	956
P125109_04081	P125109_v1_chr	3857841	3859034	-	1194	842
P125109_04082	P125109_v1_chr	3859250	3859609	+	360	138
P125109_04083	P125109_v1_chr	3859593	3859916	+	324	270
P125109_04084	P125109_v1_chr	3860349	3860801	-	453	186
P125109_04085	P125109_v1_chr	3860994	3862385	-	1392	698
P125109_04086	P125109_v1_chr	3862528	3863856	-	1329	1240
P125109_04087	P125109_v1_chr	3863866	3865368	-	1503	1431
P125109_04088	P125109_v1_chr	3865368	3865958	-	591	184
P125109_04089	P125109_v1_chr	3866112	3867125	-	1014	543
P125109_04090	P125109_v1_chr	3867137	3868453	-	1317	1957
P125109_04091	P125109_v1_chr	3868484	3869404	-	921	2557
P125109_04092	P125109_v1_chr	3869729	3870514	+	786	432
P125109_04093	P125109_v1_chr	3870516	3870806	-	291	42
P125109_04094	P125109_v1_chr	3870810	3872498	-	1689	1356
P125109_04095	P125109_v1_chr	3872605	3872703	-	99	121
P125109_04096	P125109_v1_chr	3872909	3873040	-	132	0
P125109_04097	P125109_v1_chr	3873226	3873321	+	96	24
P125109_04098	P125109_v1_chr	3873337	3873426	+	90	115
P125109_04099	P125109_v1_chr	3873546	3874379	+	834	565
P125109_04100	P125109_v1_chr	3874582	3875766	+	1185	1019
P125109_04101	P125109_v1_chr	3875693	3876754	-	1062	481
P125109_04102	P125109_v1_chr	3876842	3877765	-	924	191
P125109_04103	P125109_v1_chr	3877991	3879328	+	1338	331
P125109_04104	P125109_v1_chr	3879346	3880668	+	1323	698
P125109_04105	P125109_v1_chr	3880750	3881280	-	531	420
P125109_04106	P125109_v1_chr	3881277	3881639	-	363	119
P125109_04107	P125109_v1_chr	3881629	3881976	-	348	618
P125109_04108	P125109_v1_chr	3882420	3884081	-	1662	1237
P125109_04109	P125109_v1_chr	3884227	3884280	-	54	2
P125109_04110	P125109_v1_chr	3884270	3884698	-	429	368
P125109_04111	P125109_v1_chr	3884808	3885221	-	414	601
P125109_04112	P125109_v1_chr	3885573	3885863	+	291	130
P125109_04113	P125109_v1_chr	3885865	3887091	-	1227	1000
P125109_04114	P125109_v1_chr	3887213	3888256	-	1044	888
P125109_04115	P125109_v1_chr	3888253	3888810	-	558	452
P125109_04116	P125109_v1_chr	3888807	3890738	-	1932	1995
P125109_04117	P125109_v1_chr	3890735	3891214	-	480	516
P125109_04118	P125109_v1_chr	3891211	3891384	-	174	86
P125109_04119	P125109_v1_chr	3891420	3892166	-	747	525
P125109_04120	P125109_v1_chr	3892209	3892865	-	657	602
P125109_04121	P125109_v1_chr	3892865	3893491	-	627	487
P125109_04122	P125109_v1_chr	3893488	3894888	-	1401	5054
P125109_04123	P125109_v1_chr	3895078	3895710	-	633	783
P125109_04124	P125109_v1_chr	3895703	3898255	-	2553	1989
P125109_04125	P125109_v1_chr	3898245	3899429	-	1185	967
P125109_04126	P125109_v1_chr	3899523	3900251	+	729	336
P125109_04127	P125109_v1_chr	3900224	3901264	-	1041	747
P125109_04128	P125109_v1_chr	3901344	3904079	+	2736	1690
P125109_04129	P125109_v1_chr	3904105	3905397	-	1293	619
P125109_04130	P125109_v1_chr	3905527	3906675	-	1149	897
P125109_04131	P125109_v1_chr	3906672	3907289	-	618	331
P125109_04132	P125109_v1_chr	3907273	3908151	-	879	558
P125109_04133	P125109_v1_chr	3908148	3908837	-	690	464
P125109_04134	P125109_v1_chr	3909098	3909943	-	846	870
P125109_04135	P125109_v1_chr	3910248	3911510	+	1263	2267
P125109_04136	P125109_v1_chr	3911527	3912717	+	1191	982
P125109_04137	P125109_v1_chr	3912832	3913728	+	897	377
P125109_04138	P125109_v1_chr	3913747	3916161	-	2415	3
P125109_04139	P125109_v1_chr	3916190	3917263	-	1074	743
P125109_04140	P125109_v1_chr	3917411	3918511	-	1101	2
P125109_04141	P125109_v1_chr	3918516	3919916	-	1401	0
P125109_04142	P125109_v1_chr	3920129	3920167	-	39	7
P125109_04143	P125109_v1_chr	3920577	3920717	+	141	0
P125109_04144	P125109_v1_chr	3920734	3921093	+	360	0
P125109_04145	P125109_v1_chr	3920770	3920967	-	198	0
P125109_04146	P125109_v1_chr	3921057	3921314	+	258	231
P125109_04147	P125109_v1_chr	3921317	3922963	+	1647	0
P125109_04148	P125109_v1_chr	3922874	3923016	+	143	42
P125109_04149	P125109_v1_chr	3923105	3924469	+	1365	163
P125109_04150	P125109_v1_chr	3924652	3925839	+	1188	616
P125109_04151	P125109_v1_chr	3925808	3926767	+	960	659
P125109_04152	P125109_v1_chr	3926925	3927680	+	756	571
P125109_04153	P125109_v1_chr	3927698	3928264	+	567	557
P125109_04154	P125109_v1_chr	3928309	3929646	-	1338	1051
P125109_04155	P125109_v1_chr	3929815	3930480	+	666	538
P125109_04156	P125109_v1_chr	3930482	3930566	-	85	6
P125109_04157	P125109_v1_chr	3930575	3931300	-	726	32
P125109_04158	P125109_v1_chr	3931315	3932088	-	774	462
P125109_04159	P125109_v1_chr	3932175	3933065	-	891	417
P125109_04160	P125109_v1_chr	3933065	3934024	-	960	568
P125109_04161	P125109_v1_chr	3934160	3935200	-	1041	593
P125109_04162	P125109_v1_chr	3935308	3935368	+	61	0
P125109_04163	P125109_v1_chr	3935366	3936739	-	1374	938
P125109_04164	P125109_v1_chr	3936788	3937606	-	819	336
P125109_04165	P125109_v1_chr	3937668	3939458	+	1791	1218
P125109_04166	P125109_v1_chr	3939609	3941438	-	1830	1
P125109_04167	P125109_v1_chr	3941627	3942997	-	1371	3
P125109_04168	P125109_v1_chr	3943317	3944015	-	699	342
P125109_04169	P125109_v1_chr	3944245	3944664	-	420	1
P125109_04170	P125109_v1_chr	3944685	3946067	-	1383	20
P125109_04171	P125109_v1_chr	3946094	3946957	-	864	8
P125109_04172	P125109_v1_chr	3947008	3948549	-	1542	18
P125109_04173	P125109_v1_chr	3948562	3949095	-	534	0
P125109_04174	P125109_v1_chr	3949110	3949580	-	471	2
P125109_04175	P125109_v1_chr	3949640	3949879	-	240	6
P125109_04176	P125109_v1_chr	3949926	3950741	-	816	7
P125109_04177	P125109_v1_chr	3950750	3951130	-	381	58
P125109_04178	P125109_v1_chr	3951746	3952369	-	624	364
P125109_04179	P125109_v1_chr	3952472	3954361	-	1890	224
P125109_04180	P125109_v1_chr	3954579	3954716	-	138	0
P125109_04181	P125109_v1_chr	3954740	3955183	-	444	524
P125109_04182	P125109_v1_chr	3955273	3955731	-	459	289
P125109_04183	P125109_v1_chr	3955882	3956874	+	993	1210
P125109_04184	P125109_v1_chr	3956879	3958330	-	1452	1561
P125109_04185	P125109_v1_chr	3958324	3959820	-	1497	2113
P125109_04186	P125109_v1_chr	3960168	3962036	+	1869	2547
P125109_04187	P125109_v1_chr	3962253	3962672	+	420	376
P125109_04188	P125109_v1_chr	3962635	3964185	+	1551	1139
P125109_04189	P125109_v1_chr	3964191	3965156	+	966	636
P125109_04190	P125109_v1_chr	3965181	3966071	+	891	577
P125109_04191	P125109_v1_chr	3966204	3967133	+	930	717
P125109_04192	P125109_v1_chr	3967146	3968135	+	990	741
P125109_04193	P125109_v1_chr	3968101	3969291	-	1191	1025
P125109_04194	P125109_v1_chr	3969279	3969524	-	246	476
P125109_04195	P125109_v1_chr	3969536	3970240	-	705	516
P125109_04196	P125109_v1_chr	3970724	3972261	+	1538	1600
P125109_04197	P125109_v1_chr	3972348	3972423	+	76	24
P125109_04198	P125109_v1_chr	3972619	3975522	+	2904	2562
P125109_04199	P125109_v1_chr	3975723	3975833	+	111	52
P125109_04200	P125109_v1_chr	3975891	3975967	+	77	0
P125109_04201	P125109_v1_chr	3975976	3976051	+	76	0
P125109_04202	P125109_v1_chr	3976154	3976990	-	837	586
P125109_04203	P125109_v1_chr	3977109	3977447	+	339	200
P125109_04204	P125109_v1_chr	3977472	3978992	-	1521	937
P125109_04205	P125109_v1_chr	3979344	3979442	+	99	45
P125109_04206	P125109_v1_chr	3979529	3979579	+	51	51
P125109_04207	P125109_v1_chr	3979582	3981228	+	1647	1317
P125109_04208	P125109_v1_chr	3981225	3981488	+	264	88
P125109_04209	P125109_v1_chr	3981506	3982435	+	930	1502
P125109_04210	P125109_v1_chr	3982595	3984445	+	1851	1650
P125109_04211	P125109_v1_chr	3984448	3985992	+	1545	1357
P125109_04212	P125109_v1_chr	3986230	3986592	+	363	116
P125109_04213	P125109_v1_chr	3986589	3986930	+	342	201
P125109_04214	P125109_v1_chr	3986933	3987820	-	888	551
P125109_04215	P125109_v1_chr	3987985	3989460	+	1476	1743
P125109_04216	P125109_v1_chr	3989552	3989833	-	282	112
P125109_04217	P125109_v1_chr	3990027	3990185	+	159	34
P125109_04218	P125109_v1_chr	3990161	3990271	+	111	167
P125109_04219	P125109_v1_chr	3990371	3992395	+	2025	20
P125109_04220	P125109_v1_chr	3992435	3993916	-	1482	1108
P125109_04221	P125109_v1_chr	3994053	3995318	-	1266	1105
P125109_04222	P125109_v1_chr	3995462	3995791	+	330	137
P125109_04223	P125109_v1_chr	3996210	3997469	+	1260	1
P125109_04224	P125109_v1_chr	3997699	3998802	+	1104	1593
P125109_04225	P125109_v1_chr	3998814	3999860	+	1047	1228
P125109_04226	P125109_v1_chr	3999961	4001046	+	1086	1001
P125109_04227	P125109_v1_chr	4001043	4002305	+	1263	944
P125109_04228	P125109_v1_chr	4002305	4003372	+	1068	1321
P125109_04229	P125109_v1_chr	4003405	4003629	+	225	180
P125109_04230	P125109_v1_chr	4003607	4004284	+	678	305
P125109_04231	P125109_v1_chr	4004289	4005419	+	1131	516
P125109_04232	P125109_v1_chr	4005421	4006671	+	1251	278
P125109_04233	P125109_v1_chr	4006668	4007747	+	1080	335
P125109_04234	P125109_v1_chr	4007744	4009102	+	1359	0
P125109_04235	P125109_v1_chr	4009099	4009839	+	741	330
P125109_04236	P125109_v1_chr	4010046	4011431	+	1386	964
P125109_04237	P125109_v1_chr	4011534	4011610	+	77	0
P125109_04238	P125109_v1_chr	4011665	4011740	+	76	13
P125109_04239	P125109_v1_chr	4011761	4011847	+	87	28
P125109_04240	P125109_v1_chr	4011890	4011966	+	77	0
P125109_04241	P125109_v1_chr	4012273	4012480	+	208	105
P125109_04242	P125109_v1_chr	4012548	4013747	-	1200	1358
P125109_04243	P125109_v1_chr	4013747	4014916	-	1170	667
P125109_04244	P125109_v1_chr	4014938	4015678	-	741	14
P125109_04245	P125109_v1_chr	4015675	4016637	-	963	25
P125109_04246	P125109_v1_chr	4016712	4016762	+	51	0
P125109_04247	P125109_v1_chr	4016913	4016954	+	42	19
P125109_04248	P125109_v1_chr	4016993	4019539	+	2547	504
P125109_04249	P125109_v1_chr	4019617	4019937	-	321	273
P125109_04250	P125109_v1_chr	4020007	4020387	-	381	277
P125109_04251	P125109_v1_chr	4020384	4020617	-	234	58
P125109_04252	P125109_v1_chr	4020656	4020907	-	252	181
P125109_04253	P125109_v1_chr	4021093	4021296	+	204	61
P125109_04254	P125109_v1_chr	4021333	4022157	+	825	1
P125109_04255	P125109_v1_chr	4022154	4022861	+	708	737
P125109_04256	P125109_v1_chr	4022858	4023760	+	903	251
P125109_04257	P125109_v1_chr	4023760	4024476	+	717	425
P125109_04258	P125109_v1_chr	4024612	4026774	+	2163	1663
P125109_04259	P125109_v1_chr	4027034	4027090	+	57	161
P125109_04260	P125109_v1_chr	4027103	4027171	+	69	75
P125109_04261	P125109_v1_chr	4027246	4028196	+	951	690
P125109_04262	P125109_v1_chr	4028244	4028717	-	474	446
P125109_04263	P125109_v1_chr	4028799	4029095	+	297	9
P125109_04264	P125109_v1_chr	4029135	4030022	-	888	1348
P125109_04265	P125109_v1_chr	4030066	4030533	-	468	558
P125109_04266	P125109_v1_chr	4030698	4031567	+	870	1088
P125109_04267	P125109_v1_chr	4031633	4033480	+	1848	2008
P125109_04268	P125109_v1_chr	4033544	4034164	+	621	714
P125109_04269	P125109_v1_chr	4034204	4034824	-	621	478
P125109_04270	P125109_v1_chr	4034935	4035951	+	1017	1155
P125109_04271	P125109_v1_chr	4035967	4036767	+	801	767
P125109_04272	P125109_v1_chr	4036848	4037747	+	900	601
P125109_04273	P125109_v1_chr	4037635	4038588	-	954	704
P125109_04274	P125109_v1_chr	4038837	4041101	+	2265	2473
P125109_04275	P125109_v1_chr	4041493	4042788	+	1296	1485
P125109_04276	P125109_v1_chr	4042868	4043680	-	813	961
P125109_04277	P125109_v1_chr	4043939	4044700	+	762	1023
P125109_04278	P125109_v1_chr	4044840	4046270	+	1431	1181
P125109_04279	P125109_v1_chr	4046366	4047121	+	756	6
P125109_04280	P125109_v1_chr	4047131	4047736	+	606	12
P125109_04281	P125109_v1_chr	4047733	4049373	+	1641	0
P125109_04282	P125109_v1_chr	4049579	4049833	+	255	127
P125109_04283	P125109_v1_chr	4049837	4050385	+	549	671
P125109_04284	P125109_v1_chr	4050388	4051167	+	780	613
P125109_04285	P125109_v1_chr	4051197	4051991	+	795	696
P125109_04286	P125109_v1_chr	4051999	4052487	-	489	214
P125109_04287	P125109_v1_chr	4052673	4054151	+	1479	16
P125109_04288	P125109_v1_chr	4054237	4054938	+	702	1145
P125109_04289	P125109_v1_chr	4055192	4057015	+	1824	3239
P125109_04290	P125109_v1_chr	4057015	4057210	-	196	88
P125109_04291	P125109_v1_chr	4057212	4058375	-	1164	920
P125109_04292	P125109_v1_chr	4058385	4060574	-	2190	1504
P125109_04293	P125109_v1_chr	4060764	4062095	+	1332	1030
P125109_04294	P125109_v1_chr	4062095	4062709	+	615	677
P125109_04295	P125109_v1_chr	4062748	4064199	+	1452	268
P125109_04296	P125109_v1_chr	4064211	4064756	+	546	0
P125109_04297	P125109_v1_chr	4065137	4066674	+	1538	1738
P125109_04298	P125109_v1_chr	4066745	4066821	+	77	53
P125109_04299	P125109_v1_chr	4066933	4067008	+	76	70
P125109_04300	P125109_v1_chr	4067193	4070096	+	2904	2560
P125109_04301	P125109_v1_chr	4070297	4070407	+	111	29
P125109_04302	P125109_v1_chr	4070713	4071243	-	531	281
P125109_04303	P125109_v1_chr	4071225	4071809	-	585	311
P125109_04304	P125109_v1_chr	4071879	4072148	+	270	106
P125109_04305	P125109_v1_chr	4072225	4073211	+	987	461
P125109_04306	P125109_v1_chr	4073228	4073851	+	624	169
P125109_04307	P125109_v1_chr	4073864	4074772	-	909	769
P125109_04308	P125109_v1_chr	4075160	4077946	+	2787	27
P125109_04309	P125109_v1_chr	4078095	4078204	+	110	0
P125109_04310	P125109_v1_chr	4078281	4078913	-	633	2
P125109_04311	P125109_v1_chr	4079180	4079377	+	198	5
P125109_04312	P125109_v1_chr	4079187	4079430	+	244	0
P125109_04313	P125109_v1_chr	4079496	4080011	+	516	307
P125109_04314	P125109_v1_chr	4080200	4081573	+	1374	698
P125109_04315	P125109_v1_chr	4081663	4081773	-	111	90
P125109_04316	P125109_v1_chr	4081886	4083295	-	1410	76
P125109_04317	P125109_v1_chr	4083304	4084353	-	1050	100
P125109_04318	P125109_v1_chr	4084442	4084626	-	185	8
P125109_04319	P125109_v1_chr	4084628	4086037	-	1410	34
P125109_04320	P125109_v1_chr	4086016	4086444	-	429	67
P125109_04321	P125109_v1_chr	4086413	4088236	+	1824	1706
P125109_04322	P125109_v1_chr	4088291	4089025	-	735	2949
P125109_04323	P125109_v1_chr	4089010	4089888	-	879	2430
P125109_04324	P125109_v1_chr	4089885	4091126	-	1242	3137
P125109_04325	P125109_v1_chr	4091128	4092003	-	876	3230
P125109_04326	P125109_v1_chr	4091996	4092982	-	987	1327
P125109_04327	P125109_v1_chr	4093034	4093882	-	849	1825
P125109_04328	P125109_v1_chr	4094039	4094731	-	693	120
P125109_04329	P125109_v1_chr	4094799	4095395	-	597	1089
P125109_04330	P125109_v1_chr	4095362	4096219	-	858	2549
P125109_04331	P125109_v1_chr	4096265	4097647	-	1383	1154
P125109_04332	P125109_v1_chr	4097532	4097690	+	159	24
