# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/P125109_v3_2018.ess_90.gff" "-o" "P125109_output_MAC.ess.fc.tsv" "P125109_output_MAC.ess.bam" 
Geneid	Chr	Start	End	Strand	Length	P125109_output_MAC.ess.bam
P125109_04079	P125109_v1_chr	3856000	3856264	+	265	6
P125109_04080	P125109_v1_chr	3856399	3857643	+	1245	48
P125109_04081	P125109_v1_chr	3857960	3859034	-	1075	54
P125109_04082	P125109_v1_chr	3859250	3859573	+	324	12
P125109_04083	P125109_v1_chr	3859593	3859884	+	292	12
P125109_04084	P125109_v1_chr	3860394	3860801	-	408	6
P125109_04085	P125109_v1_chr	3861133	3862385	-	1253	46
P125109_04086	P125109_v1_chr	3862660	3863856	-	1197	59
P125109_04087	P125109_v1_chr	3864016	3865368	-	1353	70
P125109_04088	P125109_v1_chr	3865427	3865958	-	532	12
P125109_04089	P125109_v1_chr	3866213	3867125	-	913	35
P125109_04090	P125109_v1_chr	3867268	3868453	-	1186	152
P125109_04091	P125109_v1_chr	3868576	3869404	-	829	149
P125109_04092	P125109_v1_chr	3869729	3870436	+	708	26
P125109_04093	P125109_v1_chr	3870545	3870806	-	262	5
P125109_04094	P125109_v1_chr	3870978	3872498	-	1521	75
P125109_04095	P125109_v1_chr	3872614	3872703	-	90	8
P125109_04096	P125109_v1_chr	3872922	3873040	-	119	1
P125109_04097	P125109_v1_chr	3873226	3873312	+	87	1
P125109_04098	P125109_v1_chr	3873337	3873417	+	81	6
P125109_04099	P125109_v1_chr	3873546	3874296	+	751	27
P125109_04100	P125109_v1_chr	3874582	3875648	+	1067	53
P125109_04101	P125109_v1_chr	3875799	3876754	-	956	30
P125109_04102	P125109_v1_chr	3876934	3877765	-	832	19
P125109_04103	P125109_v1_chr	3877991	3879195	+	1205	31
P125109_04104	P125109_v1_chr	3879346	3880536	+	1191	40
P125109_04105	P125109_v1_chr	3880803	3881280	-	478	27
P125109_04106	P125109_v1_chr	3881313	3881639	-	327	14
P125109_04107	P125109_v1_chr	3881663	3881976	-	314	19
P125109_04108	P125109_v1_chr	3882586	3884081	-	1496	72
P125109_04109	P125109_v1_chr	3884232	3884280	-	49	1
P125109_04110	P125109_v1_chr	3884312	3884698	-	387	23
P125109_04111	P125109_v1_chr	3884849	3885221	-	373	35
P125109_04112	P125109_v1_chr	3885573	3885834	+	262	5
P125109_04113	P125109_v1_chr	3885987	3887091	-	1105	58
P125109_04114	P125109_v1_chr	3887317	3888256	-	940	44
P125109_04115	P125109_v1_chr	3888308	3888810	-	503	29
P125109_04116	P125109_v1_chr	3889000	3890738	-	1739	121
P125109_04117	P125109_v1_chr	3890783	3891214	-	432	28
P125109_04118	P125109_v1_chr	3891228	3891384	-	157	6
P125109_04119	P125109_v1_chr	3891494	3892166	-	673	30
P125109_04120	P125109_v1_chr	3892274	3892865	-	592	37
P125109_04121	P125109_v1_chr	3892927	3893491	-	565	36
P125109_04122	P125109_v1_chr	3893628	3894888	-	1261	311
P125109_04123	P125109_v1_chr	3895141	3895710	-	570	68
P125109_04124	P125109_v1_chr	3895958	3898255	-	2298	99
P125109_04125	P125109_v1_chr	3898363	3899429	-	1067	45
P125109_04126	P125109_v1_chr	3899523	3900179	+	657	19
P125109_04127	P125109_v1_chr	3900328	3901264	-	937	35
P125109_04128	P125109_v1_chr	3901344	3903806	+	2463	107
P125109_04129	P125109_v1_chr	3904234	3905397	-	1164	37
P125109_04130	P125109_v1_chr	3905641	3906675	-	1035	38
P125109_04131	P125109_v1_chr	3906733	3907289	-	557	26
P125109_04132	P125109_v1_chr	3907360	3908151	-	792	32
P125109_04133	P125109_v1_chr	3908217	3908837	-	621	27
P125109_04134	P125109_v1_chr	3909182	3909943	-	762	44
P125109_04135	P125109_v1_chr	3910248	3911384	+	1137	220
P125109_04136	P125109_v1_chr	3911527	3912598	+	1072	75
P125109_04137	P125109_v1_chr	3912832	3913639	+	808	26
P125109_04138	P125109_v1_chr	3913988	3916161	-	2174	2
P125109_04139	P125109_v1_chr	3916297	3917263	-	967	47
P125109_04140	P125109_v1_chr	3917521	3918511	-	991	3
P125109_04141	P125109_v1_chr	3918656	3919916	-	1261	5
P125109_04142	P125109_v1_chr	3920132	3920167	-	36	0
P125109_04143	P125109_v1_chr	3920577	3920703	+	127	0
P125109_04144	P125109_v1_chr	3920734	3921057	+	324	0
P125109_04145	P125109_v1_chr	3920789	3920967	-	179	0
P125109_04146	P125109_v1_chr	3921057	3921289	+	233	9
P125109_04147	P125109_v1_chr	3921317	3922799	+	1483	5
P125109_04148	P125109_v1_chr	3922874	3923002	+	129	8
P125109_04149	P125109_v1_chr	3923105	3924333	+	1229	8
P125109_04150	P125109_v1_chr	3924652	3925721	+	1070	48
P125109_04151	P125109_v1_chr	3925808	3926671	+	864	33
P125109_04152	P125109_v1_chr	3926925	3927605	+	681	40
P125109_04153	P125109_v1_chr	3927698	3928208	+	511	32
P125109_04154	P125109_v1_chr	3928442	3929646	-	1205	48
P125109_04155	P125109_v1_chr	3929815	3930414	+	600	24
P125109_04156	P125109_v1_chr	3930490	3930566	-	77	4
P125109_04157	P125109_v1_chr	3930647	3931300	-	654	1
P125109_04158	P125109_v1_chr	3931392	3932088	-	697	28
P125109_04159	P125109_v1_chr	3932264	3933065	-	802	34
P125109_04160	P125109_v1_chr	3933161	3934024	-	864	35
P125109_04161	P125109_v1_chr	3934264	3935200	-	937	34
P125109_04162	P125109_v1_chr	3935308	3935362	+	55	0
P125109_04163	P125109_v1_chr	3935503	3936739	-	1237	61
P125109_04164	P125109_v1_chr	3936869	3937606	-	738	23
P125109_04165	P125109_v1_chr	3937668	3939279	+	1612	64
P125109_04166	P125109_v1_chr	3939792	3941438	-	1647	3
P125109_04167	P125109_v1_chr	3941764	3942997	-	1234	1
P125109_04168	P125109_v1_chr	3943386	3944015	-	630	34
P125109_04169	P125109_v1_chr	3944287	3944664	-	378	2
P125109_04170	P125109_v1_chr	3944823	3946067	-	1245	3
P125109_04171	P125109_v1_chr	3946180	3946957	-	778	1
P125109_04172	P125109_v1_chr	3947162	3948549	-	1388	3
P125109_04173	P125109_v1_chr	3948615	3949095	-	481	2
P125109_04174	P125109_v1_chr	3949157	3949580	-	424	0
P125109_04175	P125109_v1_chr	3949664	3949879	-	216	0
P125109_04176	P125109_v1_chr	3950007	3950741	-	735	3
P125109_04177	P125109_v1_chr	3950788	3951130	-	343	1
P125109_04178	P125109_v1_chr	3951808	3952369	-	562	22
P125109_04179	P125109_v1_chr	3952661	3954361	-	1701	3
P125109_04180	P125109_v1_chr	3954592	3954716	-	125	1
P125109_04181	P125109_v1_chr	3954784	3955183	-	400	32
P125109_04182	P125109_v1_chr	3955318	3955731	-	414	18
P125109_04183	P125109_v1_chr	3955882	3956775	+	894	71
P125109_04184	P125109_v1_chr	3957024	3958330	-	1307	83
P125109_04185	P125109_v1_chr	3958473	3959820	-	1348	105
P125109_04186	P125109_v1_chr	3960168	3961850	+	1683	120
P125109_04187	P125109_v1_chr	3962253	3962630	+	378	17
P125109_04188	P125109_v1_chr	3962635	3964030	+	1396	59
P125109_04189	P125109_v1_chr	3964191	3965060	+	870	38
P125109_04190	P125109_v1_chr	3965181	3965982	+	802	33
P125109_04191	P125109_v1_chr	3966204	3967040	+	837	28
P125109_04192	P125109_v1_chr	3967146	3968036	+	891	44
P125109_04193	P125109_v1_chr	3968220	3969291	-	1072	51
P125109_04194	P125109_v1_chr	3969303	3969524	-	222	24
P125109_04195	P125109_v1_chr	3969606	3970240	-	635	28
P125109_04196	P125109_v1_chr	3970724	3972108	+	1385	226
P125109_04197	P125109_v1_chr	3972348	3972416	+	69	6
P125109_04198	P125109_v1_chr	3972619	3975232	+	2614	369
P125109_04199	P125109_v1_chr	3975723	3975822	+	100	7
P125109_04200	P125109_v1_chr	3975891	3975960	+	70	1
P125109_04201	P125109_v1_chr	3975976	3976044	+	69	0
P125109_04202	P125109_v1_chr	3976237	3976990	-	754	40
P125109_04203	P125109_v1_chr	3977109	3977414	+	306	17
P125109_04204	P125109_v1_chr	3977624	3978992	-	1369	54
P125109_04205	P125109_v1_chr	3979344	3979433	+	90	6
P125109_04206	P125109_v1_chr	3979529	3979574	+	46	0
P125109_04207	P125109_v1_chr	3979582	3981064	+	1483	76
P125109_04208	P125109_v1_chr	3981225	3981462	+	238	4
P125109_04209	P125109_v1_chr	3981506	3982342	+	837	62
P125109_04210	P125109_v1_chr	3982595	3984260	+	1666	81
P125109_04211	P125109_v1_chr	3984448	3985838	+	1391	92
P125109_04212	P125109_v1_chr	3986230	3986556	+	327	17
P125109_04213	P125109_v1_chr	3986589	3986896	+	308	19
P125109_04214	P125109_v1_chr	3987021	3987820	-	800	28
P125109_04215	P125109_v1_chr	3987985	3989313	+	1329	66
P125109_04216	P125109_v1_chr	3989580	3989833	-	254	7
P125109_04217	P125109_v1_chr	3990027	3990170	+	144	3
P125109_04218	P125109_v1_chr	3990161	3990260	+	100	11
P125109_04219	P125109_v1_chr	3990371	3992193	+	1823	2
P125109_04220	P125109_v1_chr	3992583	3993916	-	1334	80
P125109_04221	P125109_v1_chr	3994179	3995318	-	1140	65
P125109_04222	P125109_v1_chr	3995462	3995758	+	297	12
P125109_04223	P125109_v1_chr	3996210	3997343	+	1134	3
P125109_04224	P125109_v1_chr	3997699	3998692	+	994	96
P125109_04225	P125109_v1_chr	3998814	3999756	+	943	83
P125109_04226	P125109_v1_chr	3999961	4000938	+	978	69
P125109_04227	P125109_v1_chr	4001043	4002179	+	1137	54
P125109_04228	P125109_v1_chr	4002305	4003266	+	962	48
P125109_04229	P125109_v1_chr	4003405	4003607	+	203	11
P125109_04230	P125109_v1_chr	4003607	4004217	+	611	21
P125109_04231	P125109_v1_chr	4004289	4005306	+	1018	31
P125109_04232	P125109_v1_chr	4005421	4006546	+	1126	23
P125109_04233	P125109_v1_chr	4006668	4007639	+	972	36
P125109_04234	P125109_v1_chr	4007744	4008967	+	1224	2
P125109_04235	P125109_v1_chr	4009099	4009765	+	667	26
P125109_04236	P125109_v1_chr	4010046	4011293	+	1248	67
P125109_04237	P125109_v1_chr	4011534	4011603	+	70	0
P125109_04238	P125109_v1_chr	4011665	4011733	+	69	0
P125109_04239	P125109_v1_chr	4011761	4011839	+	79	3
P125109_04240	P125109_v1_chr	4011890	4011959	+	70	0
P125109_04241	P125109_v1_chr	4012273	4012460	+	188	12
P125109_04242	P125109_v1_chr	4012668	4013747	-	1080	78
P125109_04243	P125109_v1_chr	4013864	4014916	-	1053	52
P125109_04244	P125109_v1_chr	4015012	4015678	-	667	2
P125109_04245	P125109_v1_chr	4015771	4016637	-	867	4
P125109_04246	P125109_v1_chr	4016712	4016757	+	46	0
P125109_04247	P125109_v1_chr	4016913	4016950	+	38	1
P125109_04248	P125109_v1_chr	4016993	4019285	+	2293	38
P125109_04249	P125109_v1_chr	4019649	4019937	-	289	19
P125109_04250	P125109_v1_chr	4020045	4020387	-	343	22
P125109_04251	P125109_v1_chr	4020407	4020617	-	211	9
P125109_04252	P125109_v1_chr	4020681	4020907	-	227	10
P125109_04253	P125109_v1_chr	4021093	4021276	+	184	5
P125109_04254	P125109_v1_chr	4021333	4022075	+	743	1
P125109_04255	P125109_v1_chr	4022154	4022791	+	638	38
P125109_04256	P125109_v1_chr	4022858	4023670	+	813	19
P125109_04257	P125109_v1_chr	4023760	4024405	+	646	28
P125109_04258	P125109_v1_chr	4024612	4026558	+	1947	94
P125109_04259	P125109_v1_chr	4027034	4027085	+	52	12
P125109_04260	P125109_v1_chr	4027103	4027165	+	63	4
P125109_04261	P125109_v1_chr	4027246	4028101	+	856	41
P125109_04262	P125109_v1_chr	4028291	4028717	-	427	53
P125109_04263	P125109_v1_chr	4028799	4029066	+	268	5
P125109_04264	P125109_v1_chr	4029223	4030022	-	800	86
P125109_04265	P125109_v1_chr	4030112	4030533	-	422	27
P125109_04266	P125109_v1_chr	4030698	4031480	+	783	62
P125109_04267	P125109_v1_chr	4031633	4033296	+	1664	96
P125109_04268	P125109_v1_chr	4033544	4034102	+	559	40
P125109_04269	P125109_v1_chr	4034266	4034824	-	559	39
P125109_04270	P125109_v1_chr	4034935	4035850	+	916	68
P125109_04271	P125109_v1_chr	4035967	4036687	+	721	35
P125109_04272	P125109_v1_chr	4036848	4037657	+	810	40
P125109_04273	P125109_v1_chr	4037730	4038588	-	859	43
P125109_04274	P125109_v1_chr	4038837	4040875	+	2039	116
P125109_04275	P125109_v1_chr	4041493	4042659	+	1167	88
P125109_04276	P125109_v1_chr	4042949	4043680	-	732	45
P125109_04277	P125109_v1_chr	4043939	4044624	+	686	44
P125109_04278	P125109_v1_chr	4044840	4046127	+	1288	67
P125109_04279	P125109_v1_chr	4046366	4047046	+	681	3
P125109_04280	P125109_v1_chr	4047131	4047676	+	546	3
P125109_04281	P125109_v1_chr	4047733	4049209	+	1477	6
P125109_04282	P125109_v1_chr	4049579	4049808	+	230	5
P125109_04283	P125109_v1_chr	4049837	4050331	+	495	36
P125109_04284	P125109_v1_chr	4050388	4051089	+	702	48
P125109_04285	P125109_v1_chr	4051197	4051912	+	716	42
P125109_04286	P125109_v1_chr	4052047	4052487	-	441	27
P125109_04287	P125109_v1_chr	4052673	4054004	+	1332	4
P125109_04288	P125109_v1_chr	4054237	4054868	+	632	75
P125109_04289	P125109_v1_chr	4055192	4056833	+	1642	230
P125109_04290	P125109_v1_chr	4057034	4057210	-	177	7
P125109_04291	P125109_v1_chr	4057328	4058375	-	1048	51
P125109_04292	P125109_v1_chr	4058604	4060574	-	1971	76
P125109_04293	P125109_v1_chr	4060764	4061962	+	1199	63
P125109_04294	P125109_v1_chr	4062095	4062648	+	554	34
P125109_04295	P125109_v1_chr	4062748	4064054	+	1307	25
P125109_04296	P125109_v1_chr	4064211	4064702	+	492	2
P125109_04297	P125109_v1_chr	4065137	4066521	+	1385	249
P125109_04298	P125109_v1_chr	4066745	4066814	+	70	11
P125109_04299	P125109_v1_chr	4066933	4067001	+	69	16
P125109_04300	P125109_v1_chr	4067193	4069806	+	2614	379
P125109_04301	P125109_v1_chr	4070297	4070396	+	100	7
P125109_04302	P125109_v1_chr	4070766	4071243	-	478	15
P125109_04303	P125109_v1_chr	4071283	4071809	-	527	20
P125109_04304	P125109_v1_chr	4071879	4072121	+	243	13
P125109_04305	P125109_v1_chr	4072225	4073113	+	889	37
P125109_04306	P125109_v1_chr	4073228	4073789	+	562	13
P125109_04307	P125109_v1_chr	4073954	4074772	-	819	38
P125109_04308	P125109_v1_chr	4075160	4077668	+	2509	7
P125109_04309	P125109_v1_chr	4078095	4078193	+	99	0
P125109_04310	P125109_v1_chr	4078344	4078913	-	570	5
P125109_04311	P125109_v1_chr	4079180	4079358	+	179	1
P125109_04312	P125109_v1_chr	4079187	4079406	+	220	0
P125109_04313	P125109_v1_chr	4079496	4079960	+	465	12
P125109_04314	P125109_v1_chr	4080200	4081436	+	1237	55
P125109_04315	P125109_v1_chr	4081674	4081773	-	100	3
P125109_04316	P125109_v1_chr	4082027	4083295	-	1269	7
P125109_04317	P125109_v1_chr	4083409	4084353	-	945	7
P125109_04318	P125109_v1_chr	4084460	4084626	-	167	4
P125109_04319	P125109_v1_chr	4084769	4086037	-	1269	10
P125109_04320	P125109_v1_chr	4086058	4086444	-	387	2
P125109_04321	P125109_v1_chr	4086413	4088054	+	1642	85
P125109_04322	P125109_v1_chr	4088364	4089025	-	662	160
P125109_04323	P125109_v1_chr	4089097	4089888	-	792	129
P125109_04324	P125109_v1_chr	4090009	4091126	-	1118	222
P125109_04325	P125109_v1_chr	4091215	4092003	-	789	215
P125109_04326	P125109_v1_chr	4092094	4092982	-	889	95
P125109_04327	P125109_v1_chr	4093118	4093882	-	765	126
P125109_04328	P125109_v1_chr	4094108	4094731	-	624	3
P125109_04329	P125109_v1_chr	4094858	4095395	-	538	88
P125109_04330	P125109_v1_chr	4095447	4096219	-	773	151
P125109_04331	P125109_v1_chr	4096403	4097647	-	1245	52
P125109_04332	P125109_v1_chr	4097532	4097675	+	144	0
P125109_04333	P125109_v1_chr	4097896	4099729	-	1834	76
P125109_04334	P125109_v1_chr	4099857	4100615	-	759	45
P125109_04335	P125109_v1_chr	4100758	4101875	-	1118	29
P125109_04336	P125109_v1_chr	4101978	4102769	-	792	13
P125109_04337	P125109_v1_chr	4102881	4103688	-	808	22
P125109_04338	P125109_v1_chr	4103853	4104660	+	808	25
P125109_04339	P125109_v1_chr	4104783	4105506	+	724	43
P125109_04340	P125109_v1_chr	4105777	4106316	+	540	20
P125109_04341	P125109_v1_chr	4106463	4107164	+	702	37
P125109_04342	P125109_v1_chr	4107239	4107633	+	395	9
P125109_04343	P125109_v1_chr	4107721	4108568	+	848	58
P125109_04344	P125109_v1_chr	4108721	4109123	-	403	28
P125109_04345	P125109_v1_chr	4109151	4109431	-	281	15
P125109_04346	P125109_v1_chr	4109610	4110446	-	837	35
P125109_04347	P125109_v1_chr	4110664	4110944	+	281	8
P125109_04348	P125109_v1_chr	4110976	4111237	+	262	6
P125109_04349	P125109_v1_chr	4111406	4112242	-	837	46
P125109_04350	P125109_v1_chr	4112302	4112874	-	573	40
P125109_04351	P125109_v1_chr	4112961	4113773	-	813	43
P125109_04352	P125109_v1_chr	4114091	4116836	-	2746	121
P125109_04353	P125109_v1_chr	4117031	4117784	+	754	41
P125109_04354	P125109_v1_chr	4118179	4118578	-	400	139
P125109_04355	P125109_v1_chr	4118616	4119155	-	540	170
P125109_04356	P125109_v1_chr	4119338	4120328	+	991	119
P125109_04357	P125109_v1_chr	4120826	4121117	-	292	49
P125109_04358	P125109_v1_chr	4121183	4121776	-	594	28
P125109_04359	P125109_v1_chr	4121877	4122371	+	495	17
P125109_04360	P125109_v1_chr	4122545	4122828	-	284	14
P125109_04361	P125109_v1_chr	4122939	4123973	-	1035	43
P125109_04362	P125109_v1_chr	4124182	4124927	-	746	32
P125109_04363	P125109_v1_chr	4125196	4126329	-	1134	38
P125109_04364	P125109_v1_chr	4126473	4127795	-	1323	38
P125109_04365	P125109_v1_chr	4128083	4128836	+	754	30
P125109_04366	P125109_v1_chr	4129072	4129836	+	765	29
P125109_04367	P125109_v1_chr	4130020	4130951	-	932	59
P125109_04368	P125109_v1_chr	4131121	4131223	+	103	11
P125109_04369	P125109_v1_chr	4131429	4131534	+	106	0
P125109_04370	P125109_v1_chr	4131582	4132186	+	605	56
P125109_04371	P125109_v1_chr	4132522	4133531	-	1010	102
P125109_04372	P125109_v1_chr	4133566	4134300	-	735	33
P125109_04373	P125109_v1_chr	4134630	4135188	+	559	18
P125109_04374	P125109_v1_chr	4135320	4135940	+	621	26
P125109_04375	P125109_v1_chr	4136021	4136377	+	357	13
P125109_04376	P125109_v1_chr	4136537	4136720	+	184	7
P125109_04377	P125109_v1_chr	4136925	4138161	-	1237	50
P125109_04378	P125109_v1_chr	4138227	4138856	-	630	25
P125109_04379	P125109_v1_chr	4139007	4139457	+	451	33
P125109_04380	P125109_v1_chr	4139514	4139566	+	53	4
P125109_04381	P125109_v1_chr	4139655	4140467	+	813	63
P125109_04382	P125109_v1_chr	4140742	4141608	+	867	35
P125109_04383	P125109_v1_chr	4141908	4142798	+	891	37
P125109_04384	P125109_v1_chr	4142998	4143678	+	681	50
P125109_04385	P125109_v1_chr	4144017	4145218	+	1202	241
P125109_04386	P125109_v1_chr	4145362	4146225	+	864	40
P125109_04387	P125109_v1_chr	4146331	4147267	+	937	34
P125109_04388	P125109_v1_chr	4147434	4148084	+	651	34
P125109_04389	P125109_v1_chr	4148254	4148407	+	154	6
P125109_04390	P125109_v1_chr	4148696	4149011	-	316	14
P125109_04391	P125109_v1_chr	4149184	4150617	-	1434	69
P125109_04392	P125109_v1_chr	4150800	4151663	-	864	33
P125109_04393	P125109_v1_chr	4151920	4153302	+	1383	57
P125109_04394	P125109_v1_chr	4153449	4154388	+	940	70
P125109_04395	P125109_v1_chr	4154492	4155391	+	900	118
P125109_04396	P125109_v1_chr	4155519	4156439	+	921	82
P125109_04397	P125109_v1_chr	4156570	4157358	+	789	164
P125109_04398	P125109_v1_chr	4157524	4157788	+	265	26
P125109_04399	P125109_v1_chr	4157827	4158515	+	689	38
P125109_04400	P125109_v1_chr	4158759	4159450	-	692	3
P125109_04401	P125109_v1_chr	4159622	4160159	-	538	13
P125109_04402	P125109_v1_chr	4160260	4160646	+	387	17
P125109_04403	P125109_v1_chr	4160868	4161540	-	673	34
P125109_04404	P125109_v1_chr	4161738	4162647	-	910	17
P125109_04405	P125109_v1_chr	4162909	4164267	-	1359	58
P125109_04406	P125109_v1_chr	4164372	4165133	-	762	37
P125109_04407	P125109_v1_chr	4165532	4165747	+	216	19
P125109_04408	P125109_v1_chr	4166041	4166478	-	438	21
P125109_04409	P125109_v1_chr	4166664	4167500	-	837	37
P125109_04410	P125109_v1_chr	4167700	4168898	-	1199	72
P125109_04411	P125109_v1_chr	4168961	4169438	-	478	34
P125109_04412	P125109_v1_chr	4169618	4170411	-	794	45
P125109_04413	P125109_v1_chr	4170700	4171623	-	924	52
P125109_04414	P125109_v1_chr	4171997	4173976	-	1980	5
P125109_04415	P125109_v1_chr	4174180	4174371	+	192	3
P125109_04416	P125109_v1_chr	4174503	4175099	-	597	61
P125109_04417	P125109_v1_chr	4175135	4175268	+	134	10
P125109_04418	P125109_v1_chr	4175465	4176949	-	1485	191
P125109_04419	P125109_v1_chr	4176975	4177120	+	146	28
P125109_04420	P125109_v1_chr	4177578	4177864	-	287	44
P125109_04421	P125109_v1_chr	4178129	4179173	+	1045	32
P125109_04422	P125109_v1_chr	4179292	4181481	+	2190	50
P125109_04423	P125109_v1_chr	4181745	4181834	-	90	24
P125109_04424	P125109_v1_chr	4181925	4182697	-	773	172
P125109_04425	P125109_v1_chr	4182799	4183698	-	900	123
P125109_04426	P125109_v1_chr	4184045	4185057	-	1013	75
P125109_04427	P125109_v1_chr	4185193	4186594	+	1402	131
P125109_04428	P125109_v1_chr	4187014	4188129	+	1116	34
P125109_04429	P125109_v1_chr	4188249	4189245	+	997	40
P125109_04430	P125109_v1_chr	4189448	4190781	-	1334	60
P125109_04431	P125109_v1_chr	4191060	4191861	+	802	36
P125109_04432	P125109_v1_chr	4192115	4194077	+	1963	153
P125109_04433	P125109_v1_chr	4194415	4194976	-	562	37
P125109_04434	P125109_v1_chr	4195345	4196338	-	994	64
P125109_04435	P125109_v1_chr	4196416	4197012	-	597	22
P125109_04436	P125109_v1_chr	4197273	4199524	-	2252	64
P125109_04437	P125109_v1_chr	4199833	4200804	+	972	33
P125109_04438	P125109_v1_chr	4200927	4201215	+	289	7
P125109_04439	P125109_v1_chr	4201346	4203414	+	2069	95
P125109_04440	P125109_v1_chr	4203609	4204400	+	792	43
P125109_04441	P125109_v1_chr	4204489	4204807	+	319	42
P125109_04442	P125109_v1_chr	4204914	4205680	-	767	35
P125109_04443	P125109_v1_chr	4206014	4207574	-	1561	112
P125109_04444	P125109_v1_chr	4207710	4207773	+	64	0
P125109_04445	P125109_v1_chr	4208050	4210436	-	2387	128
P125109_04446	P125109_v1_chr	4210920	4211956	-	1037	46
P125109_04447	P125109_v1_chr	4212045	4212949	+	905	45
P125109_04448	P125109_v1_chr	4213057	4213756	+	700	35
P125109_04449	P125109_v1_chr	4213951	4215190	+	1240	58
P125109_04450	P125109_v1_chr	4215409	4215516	-	108	1
P125109_04451	P125109_v1_chr	4215611	4216437	+	827	35
P125109_04452	P125109_v1_chr	4216651	4217911	-	1261	40
P125109_04453	P125109_v1_chr	4218110	4218682	+	573	17
P125109_04454	P125109_v1_chr	4218761	4219084	+	324	34
P125109_04455	P125109_v1_chr	4219277	4220267	-	991	47
P125109_04456	P125109_v1_chr	4220641	4222301	+	1661	112
P125109_04457	P125109_v1_chr	4222430	4223196	+	767	1
P125109_04458	P125109_v1_chr	4223664	4225048	+	1385	244
P125109_04459	P125109_v1_chr	4225272	4225341	+	70	9
P125109_04460	P125109_v1_chr	4225460	4225528	+	69	17
P125109_04461	P125109_v1_chr	4225720	4228333	+	2614	386
P125109_04462	P125109_v1_chr	4228824	4228923	+	100	8
P125109_04463	P125109_v1_chr	4229119	4230045	+	927	3
P125109_04464	P125109_v1_chr	4230144	4231010	+	867	3
P125109_04465	P125109_v1_chr	4231233	4232067	-	835	3
P125109_04466	P125109_v1_chr	4232317	4232473	-	157	2
P125109_04467	P125109_v1_chr	4232493	4232561	+	69	0
P125109_04468	P125109_v1_chr	4232577	4232653	+	77	0
P125109_04469	P125109_v1_chr	4232778	4232845	+	68	0
P125109_04470	P125109_v1_chr	4232859	4232927	+	69	3
P125109_04471	P125109_v1_chr	4233050	4234116	+	1067	56
P125109_04472	P125109_v1_chr	4234278	4234367	+	90	0
P125109_04473	P125109_v1_chr	4234464	4234809	+	346	0
P125109_04474	P125109_v1_chr	4234849	4235340	+	492	1
P125109_04475	P125109_v1_chr	4235552	4235938	+	387	3
P125109_04476	P125109_v1_chr	4235984	4236618	+	635	0
P125109_04477	P125109_v1_chr	4237104	4237552	+	449	1
P125109_04478	P125109_v1_chr	4237668	4237997	+	330	1
P125109_04479	P125109_v1_chr	4238351	4241977	+	3627	11
P125109_04480	P125109_v1_chr	4242456	4246257	+	3802	8
P125109_04481	P125109_v1_chr	4246723	4246803	-	81	7
P125109_04482	P125109_v1_chr	4246766	4247017	+	252	6
P125109_04483	P125109_v1_chr	4247084	4247394	-	311	2
P125109_04484	P125109_v1_chr	4247361	4247485	-	125	0
P125109_04485	P125109_v1_chr	4247793	4248702	+	910	36
P125109_04486	P125109_v1_chr	4249126	4249296	+	171	21
P125109_04487	P125109_v1_chr	4249578	4250598	-	1021	38
P125109_04488	P125109_v1_chr	4250672	4251365	-	694	18
P125109_04489	P125109_v1_chr	4251384	4251540	-	157	2
P125109_04490	P125109_v1_chr	4251623	4252306	-	684	26
P125109_04491	P125109_v1_chr	4252362	4252934	-	573	16
P125109_04492	P125109_v1_chr	4253123	4254829	-	1707	93
P125109_04493	P125109_v1_chr	4254946	4255161	-	216	4
P125109_04494	P125109_v1_chr	4255241	4255681	-	441	14
P125109_04495	P125109_v1_chr	4255774	4256470	+	697	30
P125109_04496	P125109_v1_chr	4256588	4257546	+	959	1
P125109_04497	P125109_v1_chr	4257662	4258266	+	605	15
P125109_04498	P125109_v1_chr	4258375	4258906	+	532	16
P125109_04499	P125109_v1_chr	4259152	4259397	+	246	8
P125109_04500	P125109_v1_chr	4259436	4260059	+	624	28
P125109_04501	P125109_v1_chr	4260215	4260625	-	411	5
P125109_04502	P125109_v1_chr	4260690	4262118	+	1429	50
P125109_04503	P125109_v1_chr	4262282	4263475	+	1194	45
P125109_04504	P125109_v1_chr	4263733	4264893	-	1161	29
P125109_04505	P125109_v1_chr	4265064	4266494	-	1431	28
P125109_04506	P125109_v1_chr	4267121	4268505	+	1385	249
P125109_04507	P125109_v1_chr	4268745	4268813	+	69	8
P125109_04508	P125109_v1_chr	4269016	4271629	+	2614	379
P125109_04509	P125109_v1_chr	4272016	4272115	+	100	6
P125109_04510	P125109_v1_chr	4272338	4272732	-	395	5
P125109_04511	P125109_v1_chr	4272889	4273725	+	837	14
P125109_04512	P125109_v1_chr	4274087	4275528	+	1442	25
P125109_04513	P125109_v1_chr	4275720	4276894	+	1175	32
P125109_04514	P125109_v1_chr	4277126	4278702	+	1577	29
P125109_04515	P125109_v1_chr	4278884	4279275	-	392	14
P125109_04516	P125109_v1_chr	4279341	4280083	-	743	23
P125109_04517	P125109_v1_chr	4280387	4283702	+	3316	122
P125109_04518	P125109_v1_chr	4284337	4285805	+	1469	45
P125109_04519	P125109_v1_chr	4286088	4286630	-	543	16
