# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/D7795_v3_2018.ess_90.gff" "-o" "D7795_input_LB.ess.fc.tsv" "D7795_input_LB.ess.bam" 
Geneid	Chr	Start	End	Strand	Length	D7795_input_LB.ess.bam
D7795_04255	D7795_v1_chr	3993891	3993967	-	77	4
D7795_04256	D7795_v1_chr	3994048	3994701	-	654	12
D7795_04257	D7795_v1_chr	3994793	3995489	-	697	32
D7795_04258	D7795_v1_chr	3995665	3996466	-	802	21
D7795_04259	D7795_v1_chr	3996562	3997425	-	864	34
D7795_04260	D7795_v1_chr	3997665	3998601	-	937	25
D7795_04261	D7795_v1_chr	3998709	3998763	+	55	4
D7795_04262	D7795_v1_chr	3998904	4000140	-	1237	33
D7795_04263	D7795_v1_chr	4000270	4001007	-	738	17
D7795_04264	D7795_v1_chr	4001069	4002680	+	1612	46
D7795_04265	D7795_v1_chr	4003193	4004839	-	1647	1
D7795_04266	D7795_v1_chr	4005165	4006398	-	1234	2
D7795_04267	D7795_v1_chr	4006787	4007416	-	630	18
D7795_04268	D7795_v1_chr	4007688	4008065	-	378	0
D7795_04269	D7795_v1_chr	4008224	4009468	-	1245	4
D7795_04270	D7795_v1_chr	4009581	4010358	-	778	2
D7795_04271	D7795_v1_chr	4010563	4011950	-	1388	8
D7795_04272	D7795_v1_chr	4012016	4012496	-	481	2
D7795_04273	D7795_v1_chr	4012558	4012981	-	424	3
D7795_04274	D7795_v1_chr	4013065	4013280	-	216	3
D7795_04275	D7795_v1_chr	4013408	4014142	-	735	1
D7795_04276	D7795_v1_chr	4014189	4014531	-	343	11
D7795_04277	D7795_v1_chr	4015209	4015770	-	562	15
D7795_04278	D7795_v1_chr	4016062	4017762	-	1701	27
D7795_04279	D7795_v1_chr	4017993	4018117	-	125	0
D7795_04280	D7795_v1_chr	4018185	4018584	-	400	7
D7795_04281	D7795_v1_chr	4018719	4019132	-	414	8
D7795_04282	D7795_v1_chr	4019283	4020176	+	894	51
D7795_04283	D7795_v1_chr	4020425	4021731	-	1307	46
D7795_04284	D7795_v1_chr	4021874	4023221	-	1348	39
D7795_04285	D7795_v1_chr	4023569	4025251	+	1683	61
D7795_04286	D7795_v1_chr	4025654	4026031	+	378	7
D7795_04287	D7795_v1_chr	4026036	4027431	+	1396	38
D7795_04288	D7795_v1_chr	4027592	4028461	+	870	30
D7795_04289	D7795_v1_chr	4028582	4029383	+	802	19
D7795_04290	D7795_v1_chr	4029605	4030441	+	837	10
D7795_04291	D7795_v1_chr	4030547	4031437	+	891	30
D7795_04292	D7795_v1_chr	4031644	4032929	-	1286	56
D7795_04293	D7795_v1_chr	4033011	4033645	-	635	31
D7795_04294	D7795_v1_chr	4034129	4035513	+	1385	129
D7795_04295	D7795_v1_chr	4035753	4035821	+	69	4
D7795_04296	D7795_v1_chr	4036024	4038635	+	2612	249
D7795_04297	D7795_v1_chr	4039126	4039225	+	100	6
D7795_04298	D7795_v1_chr	4039294	4039363	+	70	2
D7795_04299	D7795_v1_chr	4039379	4039447	+	69	0
D7795_04300	D7795_v1_chr	4039640	4040393	-	754	18
D7795_04301	D7795_v1_chr	4040512	4040817	+	306	6
D7795_04302	D7795_v1_chr	4041027	4042395	-	1369	22
D7795_04303	D7795_v1_chr	4042747	4042836	+	90	6
D7795_04304	D7795_v1_chr	4042932	4042977	+	46	2
D7795_04305	D7795_v1_chr	4042985	4044467	+	1483	68
D7795_04306	D7795_v1_chr	4044628	4044865	+	238	4
D7795_04307	D7795_v1_chr	4044909	4045745	+	837	29
D7795_04308	D7795_v1_chr	4045998	4047663	+	1666	56
D7795_04309	D7795_v1_chr	4047851	4049241	+	1391	40
D7795_04310	D7795_v1_chr	4049633	4049959	+	327	8
D7795_04311	D7795_v1_chr	4049992	4050286	+	295	9
D7795_04312	D7795_v1_chr	4050423	4051222	-	800	16
D7795_04313	D7795_v1_chr	4051387	4052715	+	1329	37
D7795_04314	D7795_v1_chr	4052982	4053235	-	254	2
D7795_04315	D7795_v1_chr	4053429	4053572	+	144	4
D7795_04316	D7795_v1_chr	4053563	4053662	+	100	4
D7795_04317	D7795_v1_chr	4053773	4055595	+	1823	1
D7795_04318	D7795_v1_chr	4055985	4057318	-	1334	33
D7795_04319	D7795_v1_chr	4057581	4058720	-	1140	33
D7795_04320	D7795_v1_chr	4058864	4059160	+	297	18
D7795_04321	D7795_v1_chr	4059612	4060745	+	1134	0
D7795_04322	D7795_v1_chr	4061101	4062094	+	994	55
D7795_04323	D7795_v1_chr	4062216	4063158	+	943	44
D7795_04324	D7795_v1_chr	4063363	4064340	+	978	24
D7795_04325	D7795_v1_chr	4064445	4065581	+	1137	35
D7795_04326	D7795_v1_chr	4065707	4066668	+	962	33
D7795_04327	D7795_v1_chr	4066807	4067009	+	203	8
D7795_04328	D7795_v1_chr	4067009	4067619	+	611	11
D7795_04329	D7795_v1_chr	4067691	4068708	+	1018	36
D7795_04330	D7795_v1_chr	4068823	4069948	+	1126	24
D7795_04331	D7795_v1_chr	4070070	4071041	+	972	31
D7795_04332	D7795_v1_chr	4071146	4072369	+	1224	0
D7795_04333	D7795_v1_chr	4072501	4073167	+	667	22
D7795_04334	D7795_v1_chr	4073448	4074695	+	1248	32
D7795_04335	D7795_v1_chr	4074936	4075005	+	70	0
D7795_04336	D7795_v1_chr	4075067	4075135	+	69	0
D7795_04337	D7795_v1_chr	4075163	4075241	+	79	3
D7795_04338	D7795_v1_chr	4075292	4075361	+	70	0
D7795_04339	D7795_v1_chr	4075675	4075862	+	188	7
D7795_04340	D7795_v1_chr	4076070	4077149	-	1080	40
D7795_04341	D7795_v1_chr	4077266	4078318	-	1053	38
D7795_04342	D7795_v1_chr	4078414	4079080	-	667	4
D7795_04343	D7795_v1_chr	4079173	4080039	-	867	2
D7795_04344	D7795_v1_chr	4080114	4080159	+	46	1
D7795_04345	D7795_v1_chr	4080315	4080352	+	38	0
D7795_04346	D7795_v1_chr	4080395	4082687	+	2293	48
D7795_04347	D7795_v1_chr	4083051	4083339	-	289	12
D7795_04348	D7795_v1_chr	4083447	4083789	-	343	16
D7795_04349	D7795_v1_chr	4083809	4084019	-	211	14
D7795_04350	D7795_v1_chr	4084083	4084309	-	227	10
D7795_04351	D7795_v1_chr	4084495	4084678	+	184	5
D7795_04352	D7795_v1_chr	4084735	4085477	+	743	0
D7795_04353	D7795_v1_chr	4085556	4086193	+	638	27
D7795_04354	D7795_v1_chr	4086260	4087072	+	813	21
D7795_04355	D7795_v1_chr	4087162	4087807	+	646	16
D7795_04356	D7795_v1_chr	4088014	4089960	+	1947	47
D7795_04357	D7795_v1_chr	4090436	4090487	+	52	4
D7795_04358	D7795_v1_chr	4090505	4090567	+	63	0
D7795_04359	D7795_v1_chr	4090648	4091503	+	856	37
D7795_04360	D7795_v1_chr	4091693	4092119	-	427	39
D7795_04361	D7795_v1_chr	4092201	4092468	+	268	7
D7795_04362	D7795_v1_chr	4092625	4093424	-	800	72
D7795_04363	D7795_v1_chr	4093514	4093935	-	422	21
D7795_04364	D7795_v1_chr	4094100	4094882	+	783	37
D7795_04365	D7795_v1_chr	4095035	4096698	+	1664	39
D7795_04366	D7795_v1_chr	4096946	4097504	+	559	36
D7795_04367	D7795_v1_chr	4097668	4098226	-	559	30
D7795_04368	D7795_v1_chr	4098337	4099252	+	916	35
D7795_04369	D7795_v1_chr	4099369	4100089	+	721	22
D7795_04370	D7795_v1_chr	4100250	4101059	+	810	37
D7795_04371	D7795_v1_chr	4101132	4101990	-	859	25
D7795_04372	D7795_v1_chr	4102239	4104277	+	2039	93
D7795_04373	D7795_v1_chr	4104895	4106061	+	1167	37
D7795_04374	D7795_v1_chr	4106351	4107082	-	732	25
D7795_04375	D7795_v1_chr	4107341	4108026	+	686	33
D7795_04376	D7795_v1_chr	4108242	4109529	+	1288	32
D7795_04377	D7795_v1_chr	4109768	4110448	+	681	1
D7795_04378	D7795_v1_chr	4110533	4111078	+	546	7
D7795_04379	D7795_v1_chr	4111135	4112611	+	1477	0
D7795_04380	D7795_v1_chr	4112981	4113210	+	230	4
D7795_04381	D7795_v1_chr	4113239	4113733	+	495	17
D7795_04382	D7795_v1_chr	4113790	4114491	+	702	17
D7795_04383	D7795_v1_chr	4114599	4115314	+	716	21
D7795_04384	D7795_v1_chr	4115449	4115889	-	441	8
D7795_04385	D7795_v1_chr	4116075	4117406	+	1332	3
D7795_04386	D7795_v1_chr	4117639	4118270	+	632	48
D7795_04387	D7795_v1_chr	4118594	4120235	+	1642	178
D7795_04388	D7795_v1_chr	4120436	4120612	-	177	4
D7795_04389	D7795_v1_chr	4120730	4121777	-	1048	29
D7795_04390	D7795_v1_chr	4122006	4123976	-	1971	54
D7795_04391	D7795_v1_chr	4124166	4125364	+	1199	27
D7795_04392	D7795_v1_chr	4125497	4126050	+	554	24
D7795_04393	D7795_v1_chr	4126150	4127456	+	1307	48
D7795_04394	D7795_v1_chr	4127613	4128104	+	492	0
D7795_04395	D7795_v1_chr	4128539	4129923	+	1385	134
D7795_04396	D7795_v1_chr	4130147	4130216	+	70	11
D7795_04397	D7795_v1_chr	4130335	4130403	+	69	0
D7795_04398	D7795_v1_chr	4130595	4133206	+	2612	242
D7795_04399	D7795_v1_chr	4133697	4133796	+	100	6
D7795_04400	D7795_v1_chr	4134166	4134643	-	478	7
D7795_04401	D7795_v1_chr	4134683	4135209	-	527	6
D7795_04402	D7795_v1_chr	4135279	4135521	+	243	3
D7795_04403	D7795_v1_chr	4135625	4136513	+	889	12
D7795_04404	D7795_v1_chr	4136628	4137189	+	562	10
D7795_04405	D7795_v1_chr	4137354	4138172	-	819	23
D7795_04406	D7795_v1_chr	4138560	4141068	+	2509	0
D7795_04407	D7795_v1_chr	4141495	4141593	+	99	2
D7795_04408	D7795_v1_chr	4141744	4142313	-	570	0
D7795_04409	D7795_v1_chr	4142580	4142758	+	179	0
D7795_04410	D7795_v1_chr	4142587	4142806	+	220	1
D7795_04411	D7795_v1_chr	4142896	4143360	+	465	9
D7795_04412	D7795_v1_chr	4143600	4144836	+	1237	26
D7795_04413	D7795_v1_chr	4145074	4145173	-	100	5
D7795_04414	D7795_v1_chr	4145427	4146695	-	1269	15
D7795_04415	D7795_v1_chr	4146809	4147753	-	945	11
D7795_04416	D7795_v1_chr	4147860	4148026	-	167	7
D7795_04417	D7795_v1_chr	4148169	4149437	-	1269	20
D7795_04418	D7795_v1_chr	4149458	4149844	-	387	2
D7795_04419	D7795_v1_chr	4149813	4151454	+	1642	56
D7795_04420	D7795_v1_chr	4151764	4152425	-	662	85
D7795_04421	D7795_v1_chr	4152497	4153288	-	792	74
D7795_04422	D7795_v1_chr	4153409	4154526	-	1118	135
D7795_04423	D7795_v1_chr	4154615	4155403	-	789	188
D7795_04424	D7795_v1_chr	4155494	4156382	-	889	54
D7795_04425	D7795_v1_chr	4156518	4157282	-	765	106
D7795_04426	D7795_v1_chr	4157508	4158131	-	624	27
D7795_04427	D7795_v1_chr	4158341	4159620	-	1280	206
D7795_04428	D7795_v1_chr	4159804	4161048	-	1245	48
D7795_04429	D7795_v1_chr	4160933	4161076	+	144	0
D7795_04430	D7795_v1_chr	4161297	4163130	-	1834	47
D7795_04431	D7795_v1_chr	4163258	4164016	-	759	27
D7795_04432	D7795_v1_chr	4164159	4165276	-	1118	29
D7795_04433	D7795_v1_chr	4165379	4166170	-	792	7
D7795_04434	D7795_v1_chr	4166282	4167089	-	808	21
D7795_04435	D7795_v1_chr	4167254	4168061	+	808	18
D7795_04436	D7795_v1_chr	4168184	4168907	+	724	23
D7795_04437	D7795_v1_chr	4169178	4169717	+	540	27
D7795_04438	D7795_v1_chr	4169864	4170565	+	702	33
D7795_04439	D7795_v1_chr	4170640	4171034	+	395	19
D7795_04440	D7795_v1_chr	4171122	4171969	+	848	33
D7795_04441	D7795_v1_chr	4172122	4172524	-	403	23
D7795_04442	D7795_v1_chr	4172552	4172832	-	281	12
D7795_04443	D7795_v1_chr	4173011	4173847	-	837	18
D7795_04444	D7795_v1_chr	4174065	4174345	+	281	8
D7795_04445	D7795_v1_chr	4174377	4174638	+	262	4
D7795_04446	D7795_v1_chr	4174807	4175643	-	837	27
D7795_04447	D7795_v1_chr	4175703	4176275	-	573	11
D7795_04448	D7795_v1_chr	4176362	4177174	-	813	44
D7795_04449	D7795_v1_chr	4177492	4180237	-	2746	83
D7795_04450	D7795_v1_chr	4180432	4181185	+	754	10
D7795_04451	D7795_v1_chr	4181580	4181979	-	400	88
D7795_04452	D7795_v1_chr	4182017	4182556	-	540	127
D7795_04453	D7795_v1_chr	4182739	4183729	+	991	124
D7795_04454	D7795_v1_chr	4184227	4184518	-	292	31
D7795_04455	D7795_v1_chr	4184584	4185177	-	594	21
D7795_04456	D7795_v1_chr	4185278	4185772	+	495	5
D7795_04457	D7795_v1_chr	4185946	4186229	-	284	10
D7795_04458	D7795_v1_chr	4186340	4187374	-	1035	34
D7795_04459	D7795_v1_chr	4187583	4188328	-	746	37
D7795_04460	D7795_v1_chr	4188597	4189730	-	1134	32
D7795_04461	D7795_v1_chr	4189874	4191196	-	1323	33
D7795_04462	D7795_v1_chr	4191484	4192237	+	754	24
D7795_04463	D7795_v1_chr	4192473	4193237	+	765	27
D7795_04464	D7795_v1_chr	4193421	4194352	-	932	54
D7795_04465	D7795_v1_chr	4194522	4194624	+	103	14
D7795_04466	D7795_v1_chr	4194830	4194935	+	106	0
D7795_04467	D7795_v1_chr	4194983	4195587	+	605	78
D7795_04468	D7795_v1_chr	4195924	4196933	-	1010	74
D7795_04469	D7795_v1_chr	4196968	4197702	-	735	27
D7795_04470	D7795_v1_chr	4198031	4198589	+	559	10
D7795_04471	D7795_v1_chr	4198721	4199341	+	621	6
D7795_04472	D7795_v1_chr	4199422	4199778	+	357	5
D7795_04473	D7795_v1_chr	4199938	4200121	+	184	3
D7795_04474	D7795_v1_chr	4200326	4201562	-	1237	40
D7795_04475	D7795_v1_chr	4201628	4202257	-	630	21
D7795_04476	D7795_v1_chr	4202408	4202858	+	451	13
D7795_04477	D7795_v1_chr	4202915	4202967	+	53	3
D7795_04478	D7795_v1_chr	4203056	4203868	+	813	47
D7795_04479	D7795_v1_chr	4204143	4205009	+	867	44
D7795_04480	D7795_v1_chr	4205309	4206199	+	891	29
D7795_04481	D7795_v1_chr	4206264	4207065	+	802	32
D7795_04482	D7795_v1_chr	4207418	4208619	+	1202	135
D7795_04483	D7795_v1_chr	4208763	4209626	+	864	20
D7795_04484	D7795_v1_chr	4209732	4210668	+	937	17
D7795_04485	D7795_v1_chr	4210835	4211485	+	651	14
D7795_04486	D7795_v1_chr	4211655	4211808	+	154	3
D7795_04487	D7795_v1_chr	4212097	4212412	-	316	2
D7795_04488	D7795_v1_chr	4212585	4214018	-	1434	36
D7795_04489	D7795_v1_chr	4214201	4215064	-	864	34
D7795_04490	D7795_v1_chr	4215321	4216703	+	1383	26
D7795_04491	D7795_v1_chr	4216850	4217789	+	940	35
D7795_04492	D7795_v1_chr	4217893	4218792	+	900	127
D7795_04493	D7795_v1_chr	4218920	4219840	+	921	44
D7795_04494	D7795_v1_chr	4219971	4220759	+	789	120
D7795_04495	D7795_v1_chr	4220925	4221189	+	265	19
D7795_04496	D7795_v1_chr	4221228	4221916	+	689	19
D7795_04497	D7795_v1_chr	4222160	4222851	-	692	8
D7795_04498	D7795_v1_chr	4223023	4223560	-	538	22
D7795_04499	D7795_v1_chr	4223661	4224047	+	387	16
D7795_04500	D7795_v1_chr	4224269	4224941	-	673	7
D7795_04501	D7795_v1_chr	4225139	4226048	-	910	20
D7795_04502	D7795_v1_chr	4226310	4227668	-	1359	43
D7795_04503	D7795_v1_chr	4227773	4228534	-	762	14
D7795_04504	D7795_v1_chr	4228933	4229148	+	216	7
D7795_04505	D7795_v1_chr	4229442	4229879	-	438	6
D7795_04506	D7795_v1_chr	4230065	4230901	-	837	24
D7795_04507	D7795_v1_chr	4231101	4232299	-	1199	42
D7795_04508	D7795_v1_chr	4232362	4232839	-	478	10
D7795_04509	D7795_v1_chr	4233019	4233812	-	794	41
D7795_04510	D7795_v1_chr	4234101	4235024	-	924	38
D7795_04511	D7795_v1_chr	4235398	4237377	-	1980	3
D7795_04512	D7795_v1_chr	4237581	4237772	+	192	4
D7795_04513	D7795_v1_chr	4237904	4238500	-	597	32
D7795_04514	D7795_v1_chr	4238536	4238669	+	134	4
D7795_04515	D7795_v1_chr	4238880	4240491	-	1612	236
D7795_04516	D7795_v1_chr	4240979	4241265	-	287	39
D7795_04517	D7795_v1_chr	4241530	4242574	+	1045	17
D7795_04518	D7795_v1_chr	4242693	4244882	+	2190	56
D7795_04519	D7795_v1_chr	4245146	4245235	-	90	9
D7795_04520	D7795_v1_chr	4245326	4246098	-	773	126
D7795_04521	D7795_v1_chr	4246200	4247099	-	900	118
D7795_04522	D7795_v1_chr	4247446	4248458	-	1013	32
D7795_04523	D7795_v1_chr	4248594	4249995	+	1402	70
D7795_04524	D7795_v1_chr	4250415	4251530	+	1116	17
D7795_04525	D7795_v1_chr	4251650	4252646	+	997	24
D7795_04526	D7795_v1_chr	4252849	4254182	-	1334	41
D7795_04527	D7795_v1_chr	4254461	4255262	+	802	24
D7795_04528	D7795_v1_chr	4255516	4257478	+	1963	91
D7795_04529	D7795_v1_chr	4257816	4258377	-	562	24
D7795_04530	D7795_v1_chr	4258746	4259739	-	994	28
D7795_04531	D7795_v1_chr	4259817	4260413	-	597	9
D7795_04532	D7795_v1_chr	4260674	4262925	-	2252	52
D7795_04533	D7795_v1_chr	4263234	4264205	+	972	25
D7795_04534	D7795_v1_chr	4264328	4264616	+	289	4
D7795_04535	D7795_v1_chr	4264747	4266815	+	2069	58
D7795_04536	D7795_v1_chr	4267010	4267801	+	792	28
D7795_04537	D7795_v1_chr	4267890	4268208	+	319	15
D7795_04538	D7795_v1_chr	4268315	4269081	-	767	18
D7795_04539	D7795_v1_chr	4269415	4270975	-	1561	99
D7795_04540	D7795_v1_chr	4271111	4271174	+	64	3
D7795_04541	D7795_v1_chr	4271451	4273837	-	2387	70
D7795_04542	D7795_v1_chr	4274321	4275357	-	1037	28
D7795_04543	D7795_v1_chr	4275446	4276350	+	905	33
D7795_04544	D7795_v1_chr	4276458	4277157	+	700	29
D7795_04545	D7795_v1_chr	4277352	4278591	+	1240	36
D7795_04546	D7795_v1_chr	4278810	4278917	-	108	4
D7795_04547	D7795_v1_chr	4279012	4279838	+	827	31
D7795_04548	D7795_v1_chr	4280052	4281312	-	1261	45
D7795_04549	D7795_v1_chr	4281511	4282083	+	573	26
D7795_04550	D7795_v1_chr	4282162	4282485	+	324	9
D7795_04551	D7795_v1_chr	4282678	4283668	-	991	41
D7795_04552	D7795_v1_chr	4284042	4285702	+	1661	69
D7795_04553	D7795_v1_chr	4285831	4286597	+	767	3
D7795_04554	D7795_v1_chr	4287065	4288449	+	1385	130
D7795_04555	D7795_v1_chr	4288673	4288742	+	70	8
D7795_04556	D7795_v1_chr	4288861	4288929	+	69	0
D7795_04557	D7795_v1_chr	4289121	4291732	+	2612	240
D7795_04558	D7795_v1_chr	4292223	4292322	+	100	6
D7795_04559	D7795_v1_chr	4292518	4293444	+	927	0
D7795_04560	D7795_v1_chr	4293543	4294409	+	867	0
D7795_04561	D7795_v1_chr	4294632	4295466	-	835	1
D7795_04562	D7795_v1_chr	4295716	4295872	-	157	0
D7795_04563	D7795_v1_chr	4295892	4295960	+	69	0
D7795_04564	D7795_v1_chr	4295976	4296052	+	77	4
D7795_04565	D7795_v1_chr	4296177	4296244	+	68	0
D7795_04566	D7795_v1_chr	4296258	4296326	+	69	2
D7795_04567	D7795_v1_chr	4296449	4297515	+	1067	56
D7795_04568	D7795_v1_chr	4297677	4297766	+	90	0
D7795_04569	D7795_v1_chr	4297863	4298208	+	346	0
D7795_04570	D7795_v1_chr	4298248	4298739	+	492	1
D7795_04571	D7795_v1_chr	4298951	4299337	+	387	0
D7795_04572	D7795_v1_chr	4299383	4300017	+	635	1
D7795_04573	D7795_v1_chr	4300503	4300951	+	449	0
D7795_04574	D7795_v1_chr	4301067	4301396	+	330	0
D7795_04575	D7795_v1_chr	4301750	4305376	+	3627	1
D7795_04576	D7795_v1_chr	4305855	4309656	+	3802	3
D7795_04577	D7795_v1_chr	4310122	4310202	-	81	1
D7795_04578	D7795_v1_chr	4310165	4310416	+	252	6
D7795_04579	D7795_v1_chr	4310483	4310793	-	311	8
D7795_04580	D7795_v1_chr	4310760	4310884	-	125	1
D7795_04581	D7795_v1_chr	4311192	4312101	+	910	33
D7795_04582	D7795_v1_chr	4312525	4312695	+	171	18
D7795_04583	D7795_v1_chr	4312977	4313997	-	1021	6
D7795_04584	D7795_v1_chr	4314071	4314764	-	694	8
D7795_04585	D7795_v1_chr	4314783	4314939	-	157	0
D7795_04586	D7795_v1_chr	4315022	4315705	-	684	12
D7795_04587	D7795_v1_chr	4315761	4316333	-	573	18
D7795_04588	D7795_v1_chr	4316522	4318228	-	1707	68
D7795_04589	D7795_v1_chr	4318344	4318558	-	215	3
D7795_04590	D7795_v1_chr	4318639	4319079	-	441	11
D7795_04591	D7795_v1_chr	4319172	4319868	+	697	13
D7795_04592	D7795_v1_chr	4319986	4320944	+	959	1
D7795_04593	D7795_v1_chr	4321060	4321664	+	605	14
D7795_04594	D7795_v1_chr	4321773	4322304	+	532	13
D7795_04595	D7795_v1_chr	4322550	4322795	+	246	4
D7795_04596	D7795_v1_chr	4322834	4323457	+	624	17
D7795_04597	D7795_v1_chr	4323613	4324023	-	411	12
D7795_04598	D7795_v1_chr	4324088	4325516	+	1429	28
D7795_04599	D7795_v1_chr	4325680	4326873	+	1194	33
D7795_04600	D7795_v1_chr	4327131	4328291	-	1161	33
D7795_04601	D7795_v1_chr	4328462	4329892	-	1431	33
D7795_04602	D7795_v1_chr	4330521	4331905	+	1385	131
D7795_04603	D7795_v1_chr	4332145	4332213	+	69	5
D7795_04604	D7795_v1_chr	4332416	4335027	+	2612	242
D7795_04605	D7795_v1_chr	4335414	4335513	+	100	6
D7795_04606	D7795_v1_chr	4335736	4336130	-	395	5
D7795_04607	D7795_v1_chr	4336287	4337123	+	837	11
D7795_04608	D7795_v1_chr	4337485	4338926	+	1442	13
D7795_04609	D7795_v1_chr	4339118	4340292	+	1175	16
D7795_04610	D7795_v1_chr	4340524	4342100	+	1577	19
D7795_04611	D7795_v1_chr	4342282	4342673	-	392	15
D7795_04612	D7795_v1_chr	4342739	4343481	-	743	15
D7795_04613	D7795_v1_chr	4343785	4347100	+	3316	76
D7795_04614	D7795_v1_chr	4347735	4349203	+	1469	39
D7795_04615	D7795_v1_chr	4349496	4350130	-	635	15
D7795_04616	D7795_v1_chr	4350202	4350293	+	92	3
D7795_04617	D7795_v1_chr	4350338	4350823	+	486	37
D7795_04618	D7795_v1_chr	4350924	4351706	+	783	28
D7795_04619	D7795_v1_chr	4351817	4352062	-	246	7
D7795_04620	D7795_v1_chr	4352200	4352883	-	684	82
D7795_04621	D7795_v1_chr	4352956	4353733	-	778	98
D7795_04622	D7795_v1_chr	4353834	4354589	-	756	16
D7795_04623	D7795_v1_chr	4354772	4356202	-	1431	26
D7795_04624	D7795_v1_chr	4356703	4357359	-	657	41
D7795_04625	D7795_v1_chr	4357979	4358354	-	376	2
D7795_04626	D7795_v1_chr	4358804	4359117	+	314	27
D7795_04627	D7795_v1_chr	4359417	4360631	-	1215	13
D7795_04628	D7795_v1_chr	4361019	4362503	+	1485	20
D7795_04629	D7795_v1_chr	4363109	4363330	+	222	13
D7795_04630	D7795_v1_chr	4363418	4363993	+	576	21
D7795_04631	D7795_v1_chr	4364053	4364717	+	665	3
D7795_04632	D7795_v1_chr	4364790	4366677	+	1888	35
D7795_04633	D7795_v1_chr	4367029	4367398	+	370	8
D7795_04634	D7795_v1_chr	4367506	4367555	-	50	0
D7795_04635	D7795_v1_chr	4367557	4367597	+	41	0
D7795_04636	D7795_v1_chr	4367694	4368495	-	802	8
D7795_04637	D7795_v1_chr	4368664	4370054	-	1391	22
D7795_04638	D7795_v1_chr	4370305	4371376	-	1072	20
D7795_04639	D7795_v1_chr	4371738	4372736	+	999	9
D7795_04640	D7795_v1_chr	4372936	4374159	+	1224	14
D7795_04641	D7795_v1_chr	4374458	4375284	+	827	17
D7795_04642	D7795_v1_chr	4375343	4375424	+	82	2
D7795_04643	D7795_v1_chr	4375556	4376004	+	449	13
D7795_04644	D7795_v1_chr	4376067	4376852	+	786	0
D7795_04645	D7795_v1_chr	4377280	4379458	-	2179	2
D7795_04646	D7795_v1_chr	4379629	4379961	+	333	7
D7795_04647	D7795_v1_chr	4379721	4379828	-	108	0
D7795_04648	D7795_v1_chr	4380106	4380654	+	549	1
D7795_04649	D7795_v1_chr	4380893	4382086	+	1194	32
D7795_04650	D7795_v1_chr	4382200	4382316	+	117	6
D7795_04651	D7795_v1_chr	4382347	4382538	+	192	4
D7795_04652	D7795_v1_chr	4382709	4383173	-	465	8
D7795_04653	D7795_v1_chr	4383420	4384599	+	1180	27
D7795_04654	D7795_v1_chr	4384818	4385717	+	900	35
D7795_04655	D7795_v1_chr	4385984	4386202	+	219	2
D7795_04656	D7795_v1_chr	4386311	4386382	+	72	4
D7795_04657	D7795_v1_chr	4386499	4387384	-	886	22
D7795_04658	D7795_v1_chr	4387449	4388723	+	1275	0
D7795_04659	D7795_v1_chr	4388896	4389867	+	972	34
D7795_04660	D7795_v1_chr	4390161	4391235	+	1075	32
D7795_04661	D7795_v1_chr	4391541	4392183	+	643	17
D7795_04662	D7795_v1_chr	4392383	4392758	+	376	22
D7795_04663	D7795_v1_chr	4392802	4393123	+	322	14
D7795_04664	D7795_v1_chr	4393192	4393497	-	306	0
D7795_04665	D7795_v1_chr	4393196	4393322	+	127	0
D7795_04666	D7795_v1_chr	4393528	4393927	-	400	7
D7795_04667	D7795_v1_chr	4394353	4396896	-	2544	31
D7795_04668	D7795_v1_chr	4396861	4396966	+	106	2
D7795_04669	D7795_v1_chr	4397144	4397621	+	478	0
D7795_04670	D7795_v1_chr	4397822	4397935	+	114	10
D7795_04671	D7795_v1_chr	4398715	4399284	+	570	6
D7795_04672	D7795_v1_chr	4399344	4400594	+	1251	62
D7795_04673	D7795_v1_chr	4400722	4401909	+	1188	50
D7795_04674	D7795_v1_chr	4402038	4403188	+	1151	4
D7795_04675	D7795_v1_chr	4403332	4418343	+	15012	1466
D7795_04676	D7795_v1_chr	4420051	4421911	+	1861	89
D7795_04677	D7795_v1_chr	4422423	4422676	-	254	35
D7795_04678	D7795_v1_chr	4423239	4424680	+	1442	186
D7795_04679	D7795_v1_chr	4424860	4425151	-	292	4
D7795_04680	D7795_v1_chr	4425238	4425651	+	414	3
D7795_04681	D7795_v1_chr	4425742	4425868	-	127	1
D7795_04682	D7795_v1_chr	4425989	4426591	+	603	14
D7795_04683	D7795_v1_chr	4427005	4428219	+	1215	20
D7795_04684	D7795_v1_chr	4428462	4429982	+	1521	37
D7795_04685	D7795_v1_chr	4430333	4431132	-	800	9
D7795_04686	D7795_v1_chr	4431236	4431605	+	370	2
D7795_04687	D7795_v1_chr	4431639	4432259	+	621	14
D7795_04688	D7795_v1_chr	4432532	4434016	-	1485	34
D7795_04689	D7795_v1_chr	4434044	4434327	-	284	6
D7795_04690	D7795_v1_chr	4434768	4436531	-	1764	43
D7795_04691	D7795_v1_chr	4436718	4436850	+	133	0
D7795_04692	D7795_v1_chr	4436963	4438256	+	1294	30
D7795_04693	D7795_v1_chr	4438511	4439021	+	511	17
D7795_04694	D7795_v1_chr	4439074	4439678	+	605	16
D7795_04695	D7795_v1_chr	4439742	4440603	+	862	21
