# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "--fraction" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/P125109_v3_2018.tradis.gff" "-o" "P125109_output_MAC_1.deseq.fc.tsv" "P125109_output_MAC_1.deseq.bam" 
Geneid	Chr	Start	End	Strand	Length	P125109_output_MAC_1.deseq.bam
P125109_03806	P125109_v1_chr	3568106	3568936	-	831	693
P125109_03807	P125109_v1_chr	3569012	3569338	-	327	616
P125109_03808	P125109_v1_chr	3569537	3571045	+	1509	652
P125109_03809	P125109_v1_chr	3571092	3571637	-	546	465
P125109_03810	P125109_v1_chr	3571647	3573143	-	1497	1959
P125109_03811	P125109_v1_chr	3573301	3574410	-	1110	803
P125109_03812	P125109_v1_chr	3574748	3576082	+	1335	928
P125109_03813	P125109_v1_chr	3576079	3577794	+	1716	2477
P125109_03814	P125109_v1_chr	3577838	3578743	+	906	6638
P125109_03815	P125109_v1_chr	3578787	3579542	-	756	1896
P125109_03816	P125109_v1_chr	3579720	3582167	-	2448	2770
P125109_03817	P125109_v1_chr	3582187	3583620	-	1434	1738
P125109_03818	P125109_v1_chr	3583620	3584915	-	1296	1362
P125109_03819	P125109_v1_chr	3584930	3586906	-	1977	3122
P125109_03820	P125109_v1_chr	3586903	3589089	-	2187	2903
P125109_03821	P125109_v1_chr	3589252	3589384	+	133	110
P125109_03822	P125109_v1_chr	3589436	3590542	-	1107	103
P125109_03823	P125109_v1_chr	3590648	3591127	+	480	734
P125109_03824	P125109_v1_chr	3590966	3592306	-	1341	741
P125109_03825	P125109_v1_chr	3592303	3592836	-	534	211
P125109_03826	P125109_v1_chr	3592975	3593970	-	996	393
P125109_03827	P125109_v1_chr	3594341	3595036	-	696	804
P125109_03828	P125109_v1_chr	3595160	3596197	-	1038	1196
P125109_03829	P125109_v1_chr	3596449	3596541	-	93	82
P125109_03830	P125109_v1_chr	3596665	3597153	+	489	1008
P125109_03831	P125109_v1_chr	3597418	3598632	+	1215	913
P125109_03832	P125109_v1_chr	3598648	3599409	+	762	3292
P125109_03833	P125109_v1_chr	3599404	3599623	-	220	0
P125109_03834	P125109_v1_chr	3599463	3600434	+	972	1584
P125109_03835	P125109_v1_chr	3600431	3601465	+	1035	1366
P125109_03836	P125109_v1_chr	3601510	3603252	-	1743	1008
P125109_03837	P125109_v1_chr	3603378	3603794	+	417	676
P125109_03838	P125109_v1_chr	3603807	3604547	-	741	582
P125109_03839	P125109_v1_chr	3604544	3605614	-	1071	968
P125109_03840	P125109_v1_chr	3605616	3606461	-	846	624
P125109_03841	P125109_v1_chr	3606458	3607345	-	888	885
P125109_03842	P125109_v1_chr	3607450	3608766	-	1317	1417
P125109_03843	P125109_v1_chr	3609025	3609393	-	369	249
P125109_03844	P125109_v1_chr	3609390	3609611	-	222	2
P125109_03845	P125109_v1_chr	3609742	3610455	-	714	763
P125109_03846	P125109_v1_chr	3610457	3611224	-	768	523
P125109_03847	P125109_v1_chr	3611221	3612498	-	1278	1002
P125109_03848	P125109_v1_chr	3612495	3613421	-	927	710
P125109_03849	P125109_v1_chr	3613481	3614590	-	1110	636
P125109_03850	P125109_v1_chr	3614809	3614889	-	81	0
P125109_03851	P125109_v1_chr	3615011	3615394	+	384	225
P125109_03852	P125109_v1_chr	3615372	3615506	+	135	1
P125109_03853	P125109_v1_chr	3615590	3616687	-	1098	599
P125109_03854	P125109_v1_chr	3617015	3617869	-	855	1
P125109_03855	P125109_v1_chr	3618115	3619170	-	1056	3
P125109_03856	P125109_v1_chr	3619163	3619831	-	669	57
P125109_03857	P125109_v1_chr	3619834	3621309	-	1476	2
P125109_03858	P125109_v1_chr	3621435	3622031	+	597	820
P125109_03859	P125109_v1_chr	3622021	3622290	+	270	184
P125109_03860	P125109_v1_chr	3622312	3622683	-	372	391
P125109_03861	P125109_v1_chr	3622825	3623451	+	627	1967
P125109_03862	P125109_v1_chr	3623532	3625730	+	2199	2515
P125109_03863	P125109_v1_chr	3625930	3627573	+	1644	1770
P125109_03864	P125109_v1_chr	3627597	3627932	-	336	1
P125109_03865	P125109_v1_chr	3628012	3628677	+	666	802
P125109_03866	P125109_v1_chr	3628750	3629307	+	558	1243
P125109_03867	P125109_v1_chr	3629311	3630570	-	1260	1080
P125109_03868	P125109_v1_chr	3630660	3631709	+	1050	2038
P125109_03869	P125109_v1_chr	3631761	3632339	+	579	557
P125109_03870	P125109_v1_chr	3632395	3632832	+	438	731
P125109_03871	P125109_v1_chr	3632921	3634045	-	1125	819
P125109_03872	P125109_v1_chr	3634045	3636786	-	2742	3376
P125109_03873	P125109_v1_chr	3636783	3637850	-	1068	984
P125109_03874	P125109_v1_chr	3637945	3638097	-	153	253
P125109_03875	P125109_v1_chr	3638156	3639352	-	1197	1099
P125109_03876	P125109_v1_chr	3639583	3641079	+	1497	275
P125109_03877	P125109_v1_chr	3641220	3641555	-	336	873
P125109_03878	P125109_v1_chr	3641943	3642377	+	435	576
P125109_03879	P125109_v1_chr	3642461	3642622	-	162	256
P125109_03880	P125109_v1_chr	3642702	3644174	+	1473	1932
P125109_03881	P125109_v1_chr	3644266	3645024	-	759	434
P125109_03882	P125109_v1_chr	3645031	3647073	-	2043	708
P125109_03883	P125109_v1_chr	3647255	3648526	-	1272	2212
P125109_03884	P125109_v1_chr	3648737	3649579	+	843	950
P125109_03885	P125109_v1_chr	3649684	3651036	+	1353	74
P125109_03886	P125109_v1_chr	3651083	3652126	-	1044	2614
P125109_03887	P125109_v1_chr	3652185	3653504	-	1320	4118
P125109_03888	P125109_v1_chr	3653558	3654403	-	846	1798
P125109_03889	P125109_v1_chr	3654467	3655444	-	978	2366
P125109_03890	P125109_v1_chr	3655620	3656339	-	720	87
P125109_03891	P125109_v1_chr	3656665	3658314	+	1650	1083
P125109_03892	P125109_v1_chr	3658327	3659916	-	1590	1721
P125109_03893	P125109_v1_chr	3660197	3660553	+	357	2164
P125109_03894	P125109_v1_chr	3660559	3661161	-	603	1626
P125109_03895	P125109_v1_chr	3660940	3661031	+	92	0
P125109_03896	P125109_v1_chr	3661792	3662691	+	900	277
P125109_03897	P125109_v1_chr	3662764	3663792	+	1029	954
P125109_03898	P125109_v1_chr	3664143	3665465	+	1323	753
P125109_03899	P125109_v1_chr	3665505	3667565	-	2061	1870
P125109_03900	P125109_v1_chr	3667675	3668442	-	768	1164
P125109_03901	P125109_v1_chr	3668671	3669600	+	930	876
P125109_03902	P125109_v1_chr	3669654	3671141	-	1488	1533
P125109_03903	P125109_v1_chr	3671361	3672647	-	1287	886
P125109_03904	P125109_v1_chr	3672805	3674811	-	2007	2447
P125109_03905	P125109_v1_chr	3674985	3678527	-	3543	4995
P125109_03906	P125109_v1_chr	3678509	3679618	-	1110	848
P125109_03907	P125109_v1_chr	3679622	3681772	-	2151	2919
P125109_03908	P125109_v1_chr	3681933	3684557	-	2625	3827
P125109_03909	P125109_v1_chr	3684554	3685306	-	753	777
P125109_03910	P125109_v1_chr	3685307	3685510	-	204	1045
P125109_03911	P125109_v1_chr	3685767	3687326	+	1560	4234
P125109_03912	P125109_v1_chr	3687323	3687514	+	192	239
P125109_03913	P125109_v1_chr	3687511	3689190	+	1680	1413
P125109_03914	P125109_v1_chr	3689195	3689562	-	368	120
P125109_03915	P125109_v1_chr	3689272	3689379	-	108	0
P125109_03916	P125109_v1_chr	3689427	3689494	+	68	0
P125109_03917	P125109_v1_chr	3689507	3689644	+	138	19
P125109_03918	P125109_v1_chr	3689654	3689904	+	251	299
P125109_03919	P125109_v1_chr	3690022	3691320	+	1299	7591
P125109_03920	P125109_v1_chr	3691421	3692434	-	1014	1312
P125109_03921	P125109_v1_chr	3692431	3693414	-	984	966
P125109_03922	P125109_v1_chr	3693425	3694327	-	903	836
P125109_03923	P125109_v1_chr	3694337	3695356	-	1020	1546
P125109_03924	P125109_v1_chr	3695513	3697120	-	1608	1302
P125109_03925	P125109_v1_chr	3697676	3699001	-	1326	1122
P125109_03926	P125109_v1_chr	3699059	3700183	-	1125	1064
P125109_03927	P125109_v1_chr	3700333	3701340	+	1008	910
P125109_03928	P125109_v1_chr	3701655	3701731	-	77	23
P125109_03929	P125109_v1_chr	3701822	3703513	-	1692	1669
P125109_03930	P125109_v1_chr	3703731	3704258	-	528	800
P125109_03931	P125109_v1_chr	3704264	3705343	-	1080	6664
P125109_03932	P125109_v1_chr	3705361	3707889	-	2529	5222
P125109_03933	P125109_v1_chr	3707912	3708610	-	699	3590
P125109_03934	P125109_v1_chr	3708695	3709219	-	525	2441
P125109_03935	P125109_v1_chr	3709547	3709735	+	189	1537
P125109_03936	P125109_v1_chr	3709737	3710441	-	705	722
P125109_03937	P125109_v1_chr	3710598	3711179	+	582	856
P125109_03938	P125109_v1_chr	3711157	3711597	+	441	187
P125109_03939	P125109_v1_chr	3711566	3713899	-	2334	2537
P125109_03940	P125109_v1_chr	3714052	3714714	+	663	803
P125109_03941	P125109_v1_chr	3714933	3715907	+	975	623
P125109_03942	P125109_v1_chr	3715957	3716667	-	711	989
P125109_03943	P125109_v1_chr	3717064	3717396	+	333	603
P125109_03944	P125109_v1_chr	3717684	3717896	+	213	1
P125109_03945	P125109_v1_chr	3718070	3718609	+	540	676
P125109_03946	P125109_v1_chr	3718595	3718921	-	327	1003
P125109_03947	P125109_v1_chr	3718980	3719465	-	486	1471
P125109_03948	P125109_v1_chr	3719453	3719719	-	267	1
P125109_03949	P125109_v1_chr	3719918	3720385	-	468	2389
P125109_03950	P125109_v1_chr	3721345	3723414	-	2070	7
P125109_03951	P125109_v1_chr	3723424	3724335	-	912	2
P125109_03952	P125109_v1_chr	3724474	3724776	-	303	661
P125109_03953	P125109_v1_chr	3724942	3725937	+	996	7239
P125109_03954	P125109_v1_chr	3725960	3726313	-	354	3675
P125109_03955	P125109_v1_chr	3726488	3727942	-	1455	1489
P125109_03956	P125109_v1_chr	3728042	3729364	-	1323	2267
P125109_03957	P125109_v1_chr	3729727	3730905	+	1179	1432
P125109_03958	P125109_v1_chr	3730966	3731790	-	825	1722
P125109_03959	P125109_v1_chr	3732106	3734133	+	2028	1640
P125109_03960	P125109_v1_chr	3734307	3735557	+	1251	572
P125109_03961	P125109_v1_chr	3735594	3736067	-	474	780
P125109_03962	P125109_v1_chr	3736184	3736984	-	801	1259
P125109_03963	P125109_v1_chr	3737214	3738212	+	999	413
P125109_03964	P125109_v1_chr	3738224	3738688	+	465	1011
P125109_03965	P125109_v1_chr	3738712	3739644	+	933	2055
P125109_03966	P125109_v1_chr	3739783	3740256	+	474	2253
P125109_03967	P125109_v1_chr	3740259	3741536	+	1278	1831
P125109_03968	P125109_v1_chr	3741548	3742534	+	987	1204
P125109_03969	P125109_v1_chr	3742538	3744034	+	1497	1502
P125109_03970	P125109_v1_chr	3744031	3744693	+	663	744
P125109_03971	P125109_v1_chr	3744686	3745546	+	861	1295
P125109_03972	P125109_v1_chr	3745540	3746235	+	696	530
P125109_03973	P125109_v1_chr	3746396	3747211	-	816	313
P125109_03974	P125109_v1_chr	3747475	3749430	+	1956	1743
P125109_03975	P125109_v1_chr	3749548	3751086	-	1539	2344
P125109_03976	P125109_v1_chr	3751255	3752136	+	882	1931
P125109_03977	P125109_v1_chr	3752384	3754234	-	1851	2582
P125109_03978	P125109_v1_chr	3754231	3755622	-	1392	1590
P125109_03979	P125109_v1_chr	3755721	3756329	-	609	710
P125109_03980	P125109_v1_chr	3756805	3758721	+	1917	2257
P125109_03981	P125109_v1_chr	3758942	3760090	+	1149	218
P125109_03982	P125109_v1_chr	3760087	3760677	+	591	500
P125109_03983	P125109_v1_chr	3760687	3760896	-	210	77
P125109_03984	P125109_v1_chr	3761187	3761549	+	363	309
P125109_03985	P125109_v1_chr	3762037	3762720	+	684	56
P125109_03986	P125109_v1_chr	3762764	3767149	+	4386	4715
P125109_03987	P125109_v1_chr	3767165	3767272	-	108	168
P125109_03988	P125109_v1_chr	3767448	3769103	+	1656	1388
P125109_03989	P125109_v1_chr	3769100	3769876	+	777	297
P125109_03990	P125109_v1_chr	3769873	3771063	+	1191	918
P125109_03991	P125109_v1_chr	3771129	3771602	+	474	496
P125109_03992	P125109_v1_chr	3771670	3772674	-	1005	906
P125109_03993	P125109_v1_chr	3772992	3774188	+	1197	1000
P125109_03994	P125109_v1_chr	3774262	3775572	+	1311	4936
P125109_03995	P125109_v1_chr	3775655	3776476	-	822	36
P125109_03996	P125109_v1_chr	3776554	3777573	-	1020	2
P125109_03997	P125109_v1_chr	3777573	3778040	-	468	18
P125109_03998	P125109_v1_chr	3778084	3778335	-	252	157
P125109_03999	P125109_v1_chr	3778422	3778853	-	432	647
P125109_04000	P125109_v1_chr	3779101	3780645	+	1545	1995
P125109_04001	P125109_v1_chr	3780655	3781938	+	1284	1074
P125109_04002	P125109_v1_chr	3781942	3782904	+	963	1625
P125109_04003	P125109_v1_chr	3782891	3783925	-	1035	3857
P125109_04004	P125109_v1_chr	3784219	3785244	-	1026	941
P125109_04005	P125109_v1_chr	3785254	3786450	-	1197	1071
P125109_04006	P125109_v1_chr	3786653	3787585	+	933	138
P125109_04007	P125109_v1_chr	3787588	3788634	+	1047	7
P125109_04008	P125109_v1_chr	3788634	3789587	+	954	155
P125109_04009	P125109_v1_chr	3789627	3790841	+	1215	17308
P125109_04010	P125109_v1_chr	3790899	3792044	-	1146	13375
P125109_04011	P125109_v1_chr	3792144	3792953	-	810	1945
P125109_04012	P125109_v1_chr	3793103	3793801	-	699	357
P125109_04013	P125109_v1_chr	3793824	3794837	-	1014	7502
P125109_04014	P125109_v1_chr	3794855	3795877	-	1023	28976
P125109_04015	P125109_v1_chr	3795874	3796953	-	1080	7184
P125109_04016	P125109_v1_chr	3797023	3797232	-	210	230
P125109_04017	P125109_v1_chr	3797288	3798085	-	798	6
P125109_04018	P125109_v1_chr	3798078	3799202	-	1125	1041
P125109_04019	P125109_v1_chr	3799199	3800269	-	1071	354
P125109_04020	P125109_v1_chr	3800678	3801955	+	1278	36
P125109_04021	P125109_v1_chr	3801964	3802443	+	480	17
P125109_04022	P125109_v1_chr	3802471	3803280	-	810	1020
P125109_04023	P125109_v1_chr	3803378	3803545	-	168	0
P125109_04024	P125109_v1_chr	3803566	3803802	-	237	0
P125109_04025	P125109_v1_chr	3804020	3804685	-	666	937
P125109_04026	P125109_v1_chr	3804858	3806081	+	1224	2
P125109_04027	P125109_v1_chr	3806059	3806517	+	459	1
P125109_04028	P125109_v1_chr	3806625	3807221	+	597	170
P125109_04029	P125109_v1_chr	3807299	3807940	-	642	36
P125109_04030	P125109_v1_chr	3808019	3808735	-	717	616
P125109_04031	P125109_v1_chr	3808861	3809724	+	864	791
P125109_04032	P125109_v1_chr	3809774	3810676	-	903	1484
P125109_04033	P125109_v1_chr	3810750	3811631	+	882	850
P125109_04034	P125109_v1_chr	3811882	3812499	+	618	1441
P125109_04035	P125109_v1_chr	3812496	3814181	-	1686	2008
P125109_04036	P125109_v1_chr	3814438	3815061	+	624	1
P125109_04037	P125109_v1_chr	3815116	3815391	+	276	119
P125109_04038	P125109_v1_chr	3815410	3817521	+	2112	58
P125109_04039	P125109_v1_chr	3817526	3818215	+	690	654
P125109_04040	P125109_v1_chr	3818221	3820302	+	2082	260
P125109_04041	P125109_v1_chr	3820338	3821543	-	1206	852
P125109_04042	P125109_v1_chr	3821771	3823162	+	1392	860
P125109_04043	P125109_v1_chr	3823283	3824992	+	1710	1760
P125109_04044	P125109_v1_chr	3825095	3827413	-	2319	2235
P125109_04045	P125109_v1_chr	3827425	3828807	-	1383	1187
P125109_04046	P125109_v1_chr	3829095	3829189	+	95	287
P125109_04047	P125109_v1_chr	3829506	3829850	-	345	288
P125109_04048	P125109_v1_chr	3830528	3830704	+	177	305
P125109_04049	P125109_v1_chr	3830719	3831216	+	498	694
P125109_04050	P125109_v1_chr	3831213	3831713	+	501	892
P125109_04051	P125109_v1_chr	3831713	3832060	+	348	114
P125109_04052	P125109_v1_chr	3832113	3832205	+	93	172
P125109_04053	P125109_v1_chr	3832247	3833284	+	1038	2084
P125109_04054	P125109_v1_chr	3833396	3833569	-	174	644
P125109_04055	P125109_v1_chr	3833782	3833847	+	66	13
P125109_04056	P125109_v1_chr	3834583	3835200	+	618	23
P125109_04057	P125109_v1_chr	3835275	3838142	+	2868	6733
P125109_04058	P125109_v1_chr	3838237	3838701	-	465	1148
P125109_04059	P125109_v1_chr	3838712	3839569	-	858	3705
P125109_04060	P125109_v1_chr	3839622	3839735	-	114	447
P125109_04061	P125109_v1_chr	3840353	3841033	+	681	3997
P125109_04062	P125109_v1_chr	3841201	3841680	-	480	3675
P125109_04063	P125109_v1_chr	3841782	3841868	-	87	448
P125109_04064	P125109_v1_chr	3841881	3841973	-	93	525
P125109_04065	P125109_v1_chr	3841995	3844721	-	2727	7489
P125109_04066	P125109_v1_chr	3844798	3846000	+	1203	1794
P125109_04067	P125109_v1_chr	3844941	3845624	-	684	0
P125109_04068	P125109_v1_chr	3845862	3845903	-	42	0
P125109_04069	P125109_v1_chr	3846148	3847050	+	903	3190
P125109_04070	P125109_v1_chr	3847093	3848034	-	942	1152
P125109_04071	P125109_v1_chr	3848270	3849013	-	744	462
P125109_04072	P125109_v1_chr	3849000	3850109	-	1110	551
P125109_04073	P125109_v1_chr	3850113	3850970	-	858	521
P125109_04074	P125109_v1_chr	3850970	3851719	-	750	544
P125109_04075	P125109_v1_chr	3851865	3852350	-	486	250
P125109_04076	P125109_v1_chr	3852361	3852786	-	426	344
P125109_04077	P125109_v1_chr	3852963	3853086	-	124	0
P125109_04078	P125109_v1_chr	3853005	3855803	-	2799	2952
P125109_04079	P125109_v1_chr	3856000	3856293	+	294	434
P125109_04080	P125109_v1_chr	3856399	3857781	+	1383	1410
P125109_04081	P125109_v1_chr	3857841	3859034	-	1194	1308
P125109_04082	P125109_v1_chr	3859250	3859609	+	360	285
P125109_04083	P125109_v1_chr	3859593	3859916	+	324	491
P125109_04084	P125109_v1_chr	3860349	3860801	-	453	308
P125109_04085	P125109_v1_chr	3860994	3862385	-	1392	1203
P125109_04086	P125109_v1_chr	3862528	3863856	-	1329	1828
P125109_04087	P125109_v1_chr	3863866	3865368	-	1503	1863
P125109_04088	P125109_v1_chr	3865368	3865958	-	591	463
P125109_04089	P125109_v1_chr	3866112	3867125	-	1014	503
P125109_04090	P125109_v1_chr	3867137	3868453	-	1317	3662
P125109_04091	P125109_v1_chr	3868484	3869404	-	921	4091
P125109_04092	P125109_v1_chr	3869729	3870514	+	786	729
P125109_04093	P125109_v1_chr	3870516	3870806	-	291	105
P125109_04094	P125109_v1_chr	3870810	3872498	-	1689	2635
P125109_04095	P125109_v1_chr	3872605	3872703	-	99	343
P125109_04096	P125109_v1_chr	3872909	3873040	-	132	1
P125109_04097	P125109_v1_chr	3873226	3873321	+	96	53
P125109_04098	P125109_v1_chr	3873337	3873426	+	90	167
P125109_04099	P125109_v1_chr	3873546	3874379	+	834	708
P125109_04100	P125109_v1_chr	3874582	3875766	+	1185	1461
P125109_04101	P125109_v1_chr	3875693	3876754	-	1062	1096
P125109_04102	P125109_v1_chr	3876842	3877765	-	924	358
P125109_04103	P125109_v1_chr	3877991	3879328	+	1338	596
P125109_04104	P125109_v1_chr	3879346	3880668	+	1323	965
P125109_04105	P125109_v1_chr	3880750	3881280	-	531	869
P125109_04106	P125109_v1_chr	3881277	3881639	-	363	182
P125109_04107	P125109_v1_chr	3881629	3881976	-	348	1031
P125109_04108	P125109_v1_chr	3882420	3884081	-	1662	2055
P125109_04109	P125109_v1_chr	3884227	3884280	-	54	17
P125109_04110	P125109_v1_chr	3884270	3884698	-	429	624
P125109_04111	P125109_v1_chr	3884808	3885221	-	414	1311
P125109_04112	P125109_v1_chr	3885573	3885863	+	291	103
P125109_04113	P125109_v1_chr	3885865	3887091	-	1227	1659
P125109_04114	P125109_v1_chr	3887213	3888256	-	1044	1446
P125109_04115	P125109_v1_chr	3888253	3888810	-	558	685
P125109_04116	P125109_v1_chr	3888807	3890738	-	1932	3110
P125109_04117	P125109_v1_chr	3890735	3891214	-	480	717
P125109_04118	P125109_v1_chr	3891211	3891384	-	174	167
P125109_04119	P125109_v1_chr	3891420	3892166	-	747	937
P125109_04120	P125109_v1_chr	3892209	3892865	-	657	968
P125109_04121	P125109_v1_chr	3892865	3893491	-	627	929
P125109_04122	P125109_v1_chr	3893488	3894888	-	1401	6635
P125109_04123	P125109_v1_chr	3895078	3895710	-	633	1553
P125109_04124	P125109_v1_chr	3895703	3898255	-	2553	3076
P125109_04125	P125109_v1_chr	3898245	3899429	-	1185	1431
P125109_04126	P125109_v1_chr	3899523	3900251	+	729	747
P125109_04127	P125109_v1_chr	3900224	3901264	-	1041	1157
P125109_04128	P125109_v1_chr	3901344	3904079	+	2736	2772
P125109_04129	P125109_v1_chr	3904105	3905397	-	1293	973
P125109_04130	P125109_v1_chr	3905527	3906675	-	1149	1663
P125109_04131	P125109_v1_chr	3906672	3907289	-	618	703
P125109_04132	P125109_v1_chr	3907273	3908151	-	879	797
P125109_04133	P125109_v1_chr	3908148	3908837	-	690	731
P125109_04134	P125109_v1_chr	3909098	3909943	-	846	1120
P125109_04135	P125109_v1_chr	3910248	3911510	+	1263	3993
P125109_04136	P125109_v1_chr	3911527	3912717	+	1191	1792
P125109_04137	P125109_v1_chr	3912832	3913728	+	897	735
P125109_04138	P125109_v1_chr	3913747	3916161	-	2415	3
P125109_04139	P125109_v1_chr	3916190	3917263	-	1074	893
P125109_04140	P125109_v1_chr	3917411	3918511	-	1101	3
P125109_04141	P125109_v1_chr	3918516	3919916	-	1401	6
P125109_04142	P125109_v1_chr	3920129	3920167	-	39	0
P125109_04143	P125109_v1_chr	3920577	3920717	+	141	0
P125109_04144	P125109_v1_chr	3920734	3921093	+	360	0
P125109_04145	P125109_v1_chr	3920770	3920967	-	198	0
P125109_04146	P125109_v1_chr	3921057	3921314	+	258	189
P125109_04147	P125109_v1_chr	3921317	3922963	+	1647	5
P125109_04148	P125109_v1_chr	3922874	3923016	+	143	113
P125109_04149	P125109_v1_chr	3923105	3924469	+	1365	22
P125109_04150	P125109_v1_chr	3924652	3925839	+	1188	940
P125109_04151	P125109_v1_chr	3925808	3926767	+	960	975
P125109_04152	P125109_v1_chr	3926925	3927680	+	756	896
P125109_04153	P125109_v1_chr	3927698	3928264	+	567	1065
P125109_04154	P125109_v1_chr	3928309	3929646	-	1338	1556
P125109_04155	P125109_v1_chr	3929815	3930480	+	666	948
P125109_04156	P125109_v1_chr	3930482	3930566	-	85	4
P125109_04157	P125109_v1_chr	3930575	3931300	-	726	36
P125109_04158	P125109_v1_chr	3931315	3932088	-	774	289
P125109_04159	P125109_v1_chr	3932175	3933065	-	891	426
P125109_04160	P125109_v1_chr	3933065	3934024	-	960	190
P125109_04161	P125109_v1_chr	3934160	3935200	-	1041	727
P125109_04162	P125109_v1_chr	3935308	3935368	+	61	0
P125109_04163	P125109_v1_chr	3935366	3936739	-	1374	1728
P125109_04164	P125109_v1_chr	3936788	3937606	-	819	512
P125109_04165	P125109_v1_chr	3937668	3939458	+	1791	1913
P125109_04166	P125109_v1_chr	3939609	3941438	-	1830	4
P125109_04167	P125109_v1_chr	3941627	3942997	-	1371	1
P125109_04168	P125109_v1_chr	3943317	3944015	-	699	839
P125109_04169	P125109_v1_chr	3944245	3944664	-	420	2
P125109_04170	P125109_v1_chr	3944685	3946067	-	1383	4
P125109_04171	P125109_v1_chr	3946094	3946957	-	864	1
P125109_04172	P125109_v1_chr	3947008	3948549	-	1542	3
P125109_04173	P125109_v1_chr	3948562	3949095	-	534	2
P125109_04174	P125109_v1_chr	3949110	3949580	-	471	0
P125109_04175	P125109_v1_chr	3949640	3949879	-	240	0
P125109_04176	P125109_v1_chr	3949926	3950741	-	816	5
P125109_04177	P125109_v1_chr	3950750	3951130	-	381	1
P125109_04178	P125109_v1_chr	3951746	3952369	-	624	359
P125109_04179	P125109_v1_chr	3952472	3954361	-	1890	67
P125109_04180	P125109_v1_chr	3954579	3954716	-	138	0
P125109_04181	P125109_v1_chr	3954740	3955183	-	444	806
P125109_04182	P125109_v1_chr	3955273	3955731	-	459	333
P125109_04183	P125109_v1_chr	3955882	3956874	+	993	2597
P125109_04184	P125109_v1_chr	3956879	3958330	-	1452	2842
P125109_04185	P125109_v1_chr	3958324	3959820	-	1497	4203
P125109_04186	P125109_v1_chr	3960168	3962036	+	1869	2028
P125109_04187	P125109_v1_chr	3962253	3962672	+	420	375
P125109_04188	P125109_v1_chr	3962635	3964185	+	1551	1844
P125109_04189	P125109_v1_chr	3964191	3965156	+	966	636
P125109_04190	P125109_v1_chr	3965181	3966071	+	891	1060
P125109_04191	P125109_v1_chr	3966204	3967133	+	930	909
P125109_04192	P125109_v1_chr	3967146	3968135	+	990	1122
P125109_04193	P125109_v1_chr	3968101	3969291	-	1191	1536
P125109_04194	P125109_v1_chr	3969279	3969524	-	246	762
P125109_04195	P125109_v1_chr	3969536	3970240	-	705	1074
P125109_04196	P125109_v1_chr	3970724	3972261	+	1538	3411
P125109_04197	P125109_v1_chr	3972348	3972423	+	76	91
P125109_04198	P125109_v1_chr	3972619	3975522	+	2904	5535
P125109_04199	P125109_v1_chr	3975723	3975833	+	111	141
P125109_04200	P125109_v1_chr	3975891	3975967	+	77	1
P125109_04201	P125109_v1_chr	3975976	3976051	+	76	0
P125109_04202	P125109_v1_chr	3976154	3976990	-	837	661
P125109_04203	P125109_v1_chr	3977109	3977447	+	339	404
P125109_04204	P125109_v1_chr	3977472	3978992	-	1521	1337
P125109_04205	P125109_v1_chr	3979344	3979442	+	99	217
P125109_04206	P125109_v1_chr	3979529	3979579	+	51	45
P125109_04207	P125109_v1_chr	3979582	3981228	+	1647	1592
P125109_04208	P125109_v1_chr	3981225	3981488	+	264	157
P125109_04209	P125109_v1_chr	3981506	3982435	+	930	1093
P125109_04210	P125109_v1_chr	3982595	3984445	+	1851	339
P125109_04211	P125109_v1_chr	3984448	3985992	+	1545	1802
P125109_04212	P125109_v1_chr	3986230	3986592	+	363	213
P125109_04213	P125109_v1_chr	3986589	3986930	+	342	400
P125109_04214	P125109_v1_chr	3986933	3987820	-	888	657
P125109_04215	P125109_v1_chr	3987985	3989460	+	1476	599
P125109_04216	P125109_v1_chr	3989552	3989833	-	282	204
P125109_04217	P125109_v1_chr	3990027	3990185	+	159	142
P125109_04218	P125109_v1_chr	3990161	3990271	+	111	315
P125109_04219	P125109_v1_chr	3990371	3992395	+	2025	49
P125109_04220	P125109_v1_chr	3992435	3993916	-	1482	681
P125109_04221	P125109_v1_chr	3994053	3995318	-	1266	1105
P125109_04222	P125109_v1_chr	3995462	3995791	+	330	111
P125109_04223	P125109_v1_chr	3996210	3997469	+	1260	3
P125109_04224	P125109_v1_chr	3997699	3998802	+	1104	1539
P125109_04225	P125109_v1_chr	3998814	3999860	+	1047	2429
P125109_04226	P125109_v1_chr	3999961	4001046	+	1086	830
P125109_04227	P125109_v1_chr	4001043	4002305	+	1263	935
P125109_04228	P125109_v1_chr	4002305	4003372	+	1068	1779
P125109_04229	P125109_v1_chr	4003405	4003629	+	225	234
P125109_04230	P125109_v1_chr	4003607	4004284	+	678	78
P125109_04231	P125109_v1_chr	4004289	4005419	+	1131	137
P125109_04232	P125109_v1_chr	4005421	4006671	+	1251	28
P125109_04233	P125109_v1_chr	4006668	4007747	+	1080	137
P125109_04234	P125109_v1_chr	4007744	4009102	+	1359	2
P125109_04235	P125109_v1_chr	4009099	4009839	+	741	247
P125109_04236	P125109_v1_chr	4010046	4011431	+	1386	1466
P125109_04237	P125109_v1_chr	4011534	4011610	+	77	0
P125109_04238	P125109_v1_chr	4011665	4011740	+	76	15
P125109_04239	P125109_v1_chr	4011761	4011847	+	87	76
